rho
8.713760898890845710e+05
8.323641714225281030e+05
6.856020997808428947e+05
5.825952140672577079e+05
4.742585792190735810e+05
3.597489259330799687e+05
2.526848410685975105e+05
2.776590512730782502e+05
2.918083872094767867e+05
2.963740002498106332e+05
3.027804434986041742e+05
3.125904641387405572e+05
3.216229093979356694e+05
3.388761920690140105e+05
3.420816915907679941e+05
3.417013048552806722e+05
3.373182812476138934e+05
3.275996507596411975e+05
3.044259913965496817e+05
2.655509567593639367e+05
