rho
3.358966240396662033e+05
3.414391982965682982e+05
2.992761711714398698e+05
2.706243762059088331e+05
2.344310841031807358e+05
1.892341466063113185e+05
1.414422605707312468e+05
1.045952194368365017e+05
7.397717970341640466e+04
5.056384623846095201e+04
3.476384627213546628e+04
2.415325827260591541e+04
1.672426252803882744e+04
1.185880856355248397e+04
8.056192428147736791e+03
5.415600719202139771e+03
5.689051677570935681e+03
5.879541093569197983e+03
5.814089716609580137e+03
5.396943487307149553e+03
