rho
7.330874653142993338e+04
8.070833278896653792e+04
8.732193435805343324e+04
9.190724791192541306e+04
9.473189352267510549e+04
9.976152493171542301e+04
1.034703035488168534e+05
1.088738075326573162e+05
1.108580304308519408e+05
1.108914931889305590e+05
1.109043267826855154e+05
1.102233936414525378e+05
6.793965496207862452e+04
4.122468631881647889e+04
2.616483862784481244e+04
1.550916511677028393e+04
9.556702054589557520e+03
6.080589021613937803e+03
3.365202644684798997e+03
2.049133801106860119e+03
