rho
2.219246987108783287e+04
3.352072305940485239e+04
4.365883462655027688e+04
5.866335711658179207e+04
7.551186487114975171e+04
9.057315706077450886e+04
1.005956471195795311e+05
1.105380592808936490e+05
1.161710113757441723e+05
7.444578298797165917e+04
4.798746637112945609e+04
3.125904641387404627e+04
2.029303368377152583e+04
1.349090419925387141e+04
8.592703595746948849e+03
5.415600719202139771e+03
3.373182812476139134e+03
2.067014056959419122e+03
1.211941700778236964e+03
6.670338451582337029e+02
