rho
1.239241057841902971e+07
8.568767835096195340e+06
5.822685693077759817e+06
3.849016401321162004e+06
2.491702673443339299e+06
1.648022281202653656e+06
1.697523218320409534e+06
1.773876626713393256e+06
1.793771660525890766e+06
1.781961150134890806e+06
1.769899024508161005e+06
1.746923062322997721e+06
1.694819050187251065e+06
1.618666429652045714e+06
1.617029937898321776e+06
1.508649731043684296e+06
1.463214669081296772e+06
1.465364449279953726e+06
1.276471790602009511e+06
1.223405186192461289e+06
