rho
8.614015302699174499e+05
8.228361775412987918e+05
6.777540774416476488e+05
5.759263017985093175e+05
4.688297861546181375e+05
3.556309140306561021e+05
2.497923816112588393e+05
1.735848567579325172e+05
1.153712957585424010e+05
7.410373568520313711e+04
4.787709826115848409e+04
3.125904641387404627e+04
3.223643267754045519e+04
3.404403735019457235e+04
3.444528885971400450e+04
3.448630281013608328e+04
3.412242428563481371e+04
3.321570158685597562e+04
3.093725158326090605e+04
2.704879176446191923e+04
