rho
1.242097803516136855e+07
8.588520884990340099e+06
5.836108369853083976e+06
3.857889300491947681e+06
2.497446641324965283e+06
2.611939294502322562e+06
2.690392992760699708e+06
2.811404989943942521e+06
2.842936493597153574e+06
2.824218096078966279e+06
2.805100915286552161e+06
2.768686469229042530e+06
2.686107175095186103e+06
2.565413405220865272e+06
2.562819740580869373e+06
2.391048688539426774e+06
2.319038968136189971e+06
2.322446140138329472e+06
2.023071451293773716e+06
1.938966551218054257e+06
