P_1h
2.033987517265299694e+00
2.033784462126722925e+00
2.033457545058777516e+00
2.032931265267515553e+00
2.032084185873149096e+00
2.030721122245001897e+00
2.028528709554995757e+00
2.025004763367129534e+00
2.019346873703651291e+00
2.010279028594207151e+00
1.995787798667150614e+00
1.972736405036056961e+00
1.936340140650284924e+00
1.879556945763890097e+00
1.792653316043126388e+00
1.663684465826956504e+00
1.481461832211951712e+00
1.243212743426598932e+00
9.668086430263312936e-01
6.967588059346238039e-01
4.799046430175036293e-01
3.202589000284085663e-01
2.003491386831696142e-01
1.214855621521665763e-01
7.038222441235938986e-02
3.943219580390605605e-02
2.115756403166267965e-02
1.111072925565135920e-02
6.038412351058677734e-03
3.210577295839138826e-03
