P_1h
3.523343699577107202e+01
3.522706379136214139e+01
3.521680414917558721e+01
3.520029091968126522e+01
3.517371968411342920e+01
3.513098326394607795e+01
3.506229647719374043e+01
3.495202912766777104e+01
3.477533854141582026e+01
3.449305861204270940e+01
3.404425796802116366e+01
3.333621984967766139e+01
3.223307286396151028e+01
3.054855815404633290e+01
2.805820341422737130e+01
2.456307073935364826e+01
2.004952222405673723e+01
1.493971101126373924e+01
1.020202880651367394e+01
6.799277562993325752e+00
4.633358978502207570e+00
2.991939624263918684e+00
1.874095322639598438e+00
1.188397400651769242e+00
7.804799121333372280e-01
4.875441631882472815e-01
2.964694114789125923e-01
1.780743074422356242e-01
1.082727306738859030e-01
6.551300332052273356e-02
