P_1h
3.523389490241441990e+01
3.522780098944454608e+01
3.521799083826329024e+01
3.520220078144069475e+01
3.517679242238094162e+01
3.513592434009910193e+01
3.507023520309008546e+01
3.496476677489197016e+01
3.479573126940825034e+01
3.452559173127082914e+01
3.409586361330894988e+01
3.341732745125729309e+01
3.235865634185138617e+01
3.073833323716075938e+01
2.833378096494811160e+01
2.493768751629180969e+01
2.050501563996955667e+01
1.539495997052657650e+01
1.051469580988787555e+01
6.882695920665569567e+00
4.611284015592297614e+00
2.993397343968233759e+00
1.869583645234174529e+00
1.192640860622768084e+00
7.839790485272898346e-01
4.882434798560740807e-01
2.948315240456097497e-01
1.780381660181634684e-01
1.074915458553185738e-01
6.549424469263422088e-02
