P_1h
3.523589236331935837e+01
3.523101694327134226e+01
3.522316811801412939e+01
3.521053432191430943e+01
3.519020321814712560e+01
3.515749750269304741e+01
3.510491736741296620e+01
3.502046851235137126e+01
3.488504927478500406e+01
3.466844631000079602e+01
3.432340096113977523e+01
3.377733836388948419e+01
3.292217664724302040e+01
3.160523236167112771e+01
2.963052103339489918e+01
2.679135332150628912e+01
2.296676651105869382e+01
1.829583119749445430e+01
1.333250419041528545e+01
8.912584270960014265e+00
5.637045359023619362e+00
3.511620567490185252e+00
2.179453812446311201e+00
1.356809275064331022e+00
8.532856007024242073e-01
5.148464624808243295e-01
2.972893218725939923e-01
1.745587007437300608e-01
1.023967587046326483e-01
6.145388453001123658e-02
