P
3.523526705935631753e+01
3.523001012556176192e+01
3.522154709940682693e+01
3.520792463201075151e+01
3.518600242361547714e+01
3.515073698458744644e+01
3.509404116805393414e+01
3.500298089694031489e+01
3.485695670314294148e+01
3.462338329689691818e+01
3.425128510820904637e+01
3.366236399529257994e+01
3.273998499043407406e+01
3.131934424676236972e+01
2.918895693473717756e+01
2.612653476787285456e+01
2.200626776843584764e+01
1.699771364575213184e+01
1.175746628440489516e+01
7.304904453505050910e+00
4.377573733251499455e+00
2.794968056432684200e+00
1.796636784557497313e+00
1.120149577578370081e+00
7.117376563433236436e-01
4.441386527504795900e-01
2.634111499889539298e-01
1.591486196487791327e-01
9.525473028343149628e-02
5.844264941137246316e-02
