P
2.034046746080730106e+00
2.033879824904298417e+00
2.033611075250291833e+00
2.033178414268376422e+00
2.032481966546667351e+00
2.031361150675303762e+00
2.029558020811631280e+00
2.026658852653958398e+00
2.022001669662156775e+00
2.014531419594586481e+00
2.002577217011090038e+00
1.983520145573099525e+00
1.953324648129332264e+00
1.905946206292745249e+00
1.832759949606380445e+00
1.722485362541468445e+00
1.562724225940380851e+00
1.344987938760956236e+00
1.074519400078305598e+00
7.807994767447499207e-01
5.141589068540881602e-01
3.174204857232214572e-01
1.958579792953812626e-01
1.211344441003805728e-01
7.090170508661133852e-02
3.916749446275951535e-02
2.087695195666441211e-02
1.074418190374647544e-02
5.602828450970490787e-03
2.912438715217748574e-03
