P
3.523522853706539593e+01
3.522994810001073063e+01
3.522144723609880401e+01
3.520776386242480527e+01
3.518574363709244324e+01
3.515032051576309868e+01
3.509337117971853104e+01
3.500190368649478501e+01
3.485522637365039600e+01
3.462060803282631127e+01
3.424684465374355113e+01
3.365528694109710273e+01
3.272877682426036472e+01
3.130177406043398847e+01
2.916186707292685298e+01
2.608588482680089626e+01
2.194793740808874816e+01
1.692005995115420802e+01
1.166668520660742914e+01
7.221573552195130752e+00
4.333560661272050751e+00
2.802256071559718897e+00
1.811887495022394212e+00
1.105462771308641790e+00
7.016437449631990342e-01
4.389453795909231681e-01
2.624016381583627044e-01
1.581373709229922375e-01
9.317076769272406023e-02
5.681692553806312607e-02
