k,P(k)
1.355813643862433082e+00,3.343576425758713100e+01
1.378161140149611441e+00,3.216915469161216379e+01
1.400876983954581823e+00,3.094899575372784284e+01
1.423967246646240525e+00,2.977365388292856707e+01
1.447438099666158218e+00,2.864154986797941760e+01
1.471295816178038951e+00,2.755115717272082421e+01
1.495546772744394071e+00,2.650100030735721290e+01
1.520197451030825375e+00,2.548965324469445903e+01
1.545254439538411351e+00,2.451573788031651446e+01
1.570724435364650562e+00,2.357792253569600760e+01
1.596614245993414061e+00,2.267492051166424361e+01
1.622930791114429283e+00,2.180548869136482892e+01
1.649681104472727755e+00,2.096842614093987578e+01
1.676872335748589959e+00,2.016257276905001206e+01
1.704511752468473418e+00,1.938680803063723346e+01
1.732606741947430029e+00,1.864004966786264816e+01
1.761164813263563778e+00,1.792125248732277143e+01
1.790193599265005098e+00,1.722940717265591104e+01
1.819700858609980543e+00,1.656353913167073699e+01
1.849694477840509776e+00,1.592270737714073725e+01
1.880182473490263684e+00,1.530600344042409766e+01
1.911172994227201327e+00,1.471255031708501626e+01
1.942674323031487571e+00,1.414150144370331041e+01
1.974694879409328196e+00,1.359203968648231253e+01
2.007243221643294273e+00,1.306337605140965330e+01
2.040328049079718209e+00,1.255474884794264057e+01
2.073958204453830056e+00,1.206542311822893332e+01
2.108142676253184522e+00,1.159468976101105575e+01
2.142890601120055027e+00,1.114186467043034412e+01
2.178211266293434978e+00,1.070628790143582343e+01
2.214114112091261966e+00,1.028732286106211546e+01
2.250608734433599878e+00,9.884355524858923658e+00
2.287704887407370435e+00,9.496793677771105280e+00
2.325412485873375790e+00,9.124066178783943215e+00
2.363741608116293413e+00,8.765622248663989424e+00
2.402702498538331177e+00,8.420930780142821703e+00
2.442305570397318437e+00,8.089479669904669379e+00
2.482561408589891716e+00,7.770775142667578628e+00
2.523480772480570788e+00,7.464341049471059364e+00
2.565074598777471238e+00,7.169718361731947098e+00
2.607354004455388452e+00,6.886464611932410662e+00
2.650330289727111488e+00,6.614153323278227248e+00
2.694014941063665791e+00,6.352373457820751135e+00
2.738419634264357416e+00,6.100728882493904770e+00
2.783556237577421655e+00,5.858837852533357982e+00
2.829436814872107409e+00,5.626332511758291410e+00
2.876073628863024645e+00,5.402858409209203572e+00
2.923479144387686190e+00,5.188074031649692941e+00
2.971666031738021907e+00,4.981650351452329595e+00
3.020647170046832919e+00,4.783270389401569567e+00
3.070435650730063415e+00,4.592628788744141488e+00
3.121044780985779088e+00,4.409431331761814121e+00
3.172488087350878505e+00,4.233394556066278902e+00
3.224779319316371851e+00,4.064245459933423454e+00
3.277932453002275093e+00,3.901721134934755586e+00
3.331961694893081027e+00,3.745568406831762953e+00
3.386881485634763767e+00,3.595543488633065721e+00
3.442706503894437997e+00,3.451411645429050878e+00
3.499451670283567406e+00,3.312946870628739049e+00
3.557132151345872462e+00,3.179931573235752040e+00
3.615763363610970060e+00,3.052156275809721375e+00
3.675360977714793531e+00,2.929419322770547840e+00
3.735940922587995150e+00,2.811526598712768887e+00
3.797519389713322369e+00,2.698291256406739613e+00
3.860112837453192558e+00,2.589533446990679444e+00
3.923737995448606242e+00,2.485080042767513042e+00
3.988411869090524142e+00,2.384764420565067322e+00
4.054151744065024765e+00,2.288426235160754718e+00
4.120975190973295454e+00,2.195911190487672471e+00
4.188900070027820277e+00,2.107070818837016191e+00
4.257944535825965993e+00,2.021762267792802437e+00
4.328127042202216224e+00,1.939848094642359966e+00
4.399466347160459812e+00,1.861196068013896587e+00
4.471981517887499535e+00,1.785678976499885495e+00
4.545691935849232479e+00,1.713174444032843580e+00
4.620617301970836976e+00,1.643564751787231382e+00
4.696777641902291300e+00,1.576736666388182107e+00
4.774193311370773074e+00,1.512581273812309668e+00
4.852885001621204175e+00,1.450993806810849440e+00
4.932873744946490113e+00,1.391873490604294661e+00
5.014180920308938916e+00,1.335123411239335089e+00
5.096828259054272614e+00,1.280650372881655619e+00
5.180837850719923310e+00,1.228364759195730960e+00
5.266232148938966517e+00,1.178180399713969706e+00
5.353033977441420177e+00,1.130014441023472038e+00
5.441266536154453881e+00,1.083787222603985079e+00
5.530953407403108812e+00,1.039422157156522752e+00
5.622118562213306525e+00,9.968456152668347947e-01
5.714786366718661803e+00,9.559868142534719837e-01
5.808981588672942564e+00,9.167777110547985497e-01
5.904729404069865240e+00,8.791528990142718492e-01
6.002055403871969119e+00,8.430495062868126332e-01
6.100985600850483692e+00,8.084070911695483419e-01
6.201546436537846319e+00,7.751675592194808839e-01
6.303764788294863308e+00,7.432750784385357967e-01
6.407667976494358264e+00,7.126759933343354003e-01
6.513283771823164869e+00,6.833187421451724086e-01
6.620640402704602856e+00,6.551537771204872795e-01
6.729766562843169098e+00,6.281334877481018486e-01
6.840691418893647402e+00,6.022121268231349633e-01
6.953444618256630960e+00,5.773457392572381996e-01
7.068056297002472732e+00,5.534920935300204903e-01
7.184557087925961483e+00,5.306106156881207347e-01
7.302978128733644603e+00,5.086623258004758785e-01
7.423351070366160265e+00,4.876097767081475909e-01
7.545708085457739855e+00,4.674169918060729345e-01
7.670081876935094023e+00,4.480494076592449471e-01
7.796505686758144371e+00,4.294738244654083825e-01
7.925013304804706671e+00,4.116583537929215941e-01
8.055639077901686207e+00,3.945723678941656654e-01
8.188417919005118506e+00,3.781864509282221731e-01
8.323385316531469513e+00,3.624723520230540008e-01
8.460577343842869524e+00,3.474029401099683612e-01
8.600030668888546614e+00,3.329521604654288591e-01
8.741782564005267986e+00,3.190949928976266059e-01
8.885870915879273468e+00,3.058074115173899377e-01
9.032334235672454525e+00,2.930663460351871086e-01
9.181211669315334944e+00,2.808496445280240783e-01
9.332543007969899662e+00,2.691360373136234552e-01
9.486368698664675136e+00,2.579051009063766942e-01
9.642729855105232062e+00,2.471372263895909305e-01
9.801668268662835359e+00,2.368135883819245668e-01
9.963226419544168877e+00,2.269161143323483454e-01
1.012744748814529849e+01,2.174274549889629315e-01
1.029437536659264296e+01,2.083309560002711835e-01
1.046405467047424054e+01,1.996106306066279257e-01
1.063653075076437737e+01,1.912511333811189040e-01
1.081184970594468453e+01,1.832377349806008360e-01
1.099005839432519771e+01,1.755562978690575482e-01
1.117120444656832845e+01,1.681932529767865836e-01
1.135533627841934923e+01,1.611355772602816039e-01
1.154250310364670540e+01,1.543707721149049639e-01
1.173275494719553969e+01,1.478868416688005338e-01
1.192614265855819866e+01,1.416722724281346546e-01
1.212271792536494885e+01,1.357160157842244308e-01
1.232253328719876961e+01,1.300074697152263370e-01
1.252564214963788913e+01,1.245364610383572768e-01
1.273209879852964477e+01,1.192932283537162241e-01
1.294195841449984563e+01,1.142684056533585929e-01
1.315527708770106941e+01,1.094530065702652571e-01
1.337211183280416016e+01,1.048384092427822739e-01
1.359252060423682096e+01,1.004163417710152439e-01
1.381656231167326965e+01,9.617886824254483213e-02
1.404429683577945731e+01,9.211837530565961107e-02
1.427578504421753181e+01,8.822755926913053437e-02
1.451108880791426436e+01,8.449941363705615327e-02
1.475027101759758530e+01,8.092721674412244048e-02
1.499339560060560217e+01,7.750452070140023686e-02
1.524052753797289483e+01,7.422514068398421150e-02
1.549173288179818897e+01,7.108314436262791469e-02
1.574707877289844937e+01,6.807284175098654577e-02
1.600663345875393162e+01,6.518877545403942153e-02
1.627046631174890123e+01,6.242571130215167352e-02
1.653864784771326413e+01,5.977862935583306420e-02
1.681124974476957235e+01,5.724271526680638905e-02
1.708834486249076789e+01,5.481335198155182220e-02
1.737000726137375395e+01,5.248611177401062144e-02
1.765631222263375477e+01,5.025674859464834138e-02
1.794733626832524465e+01,4.812119072187088370e-02
1.824315718179425971e+01,4.607553351376804385e-02
1.854385402846792275e+01,4.411603249899701679e-02
1.884950717698665557e+01,4.223909725492393241e-02
1.916019832068456452e+01,4.044128519994215354e-02
1.947601049942418427e+01,3.871929558811827016e-02
1.979702812179079885e+01,3.706996374404003536e-02
2.012333698765273127e+01,3.549025552842542675e-02
2.045502431109353125e+01,3.397726202541737073e-02
2.079217874372195141e+01,3.252819444283711059e-02
2.113489039836644423e+01,3.114037921700648845e-02
2.148325087315993898e+01,2.981125331407374901e-02
2.183735327602171239e+01,2.853835972008860952e-02
2.219729224954281221e+01,2.731934311237307206e-02
2.256316399628148517e+01,2.615194567394280370e-02
2.293506630447588535e+01,2.503400285697387345e-02
2.331309857418025189e+01,2.396343973770856395e-02
2.369736184383206279e+01,2.293826751532250866e-02
2.408795881725708554e+01,2.195657998156325466e-02
2.448499389111932700e+01,2.101655013144801409e-02
2.488857318282388320e+01,2.011642691120860485e-02
2.529880455887924739e+01,1.925453209800557369e-02
2.571579766372734355e+01,1.842925730615196586e-02
2.613966394904874235e+01,1.763906111479238148e-02
2.657051670355068751e+01,1.688246631218262572e-02
2.700847108324659018e+01,1.615805725190433070e-02
2.745364414223407579e+01,1.546447731653426833e-02
2.790615486398068867e+01,1.480042648428115185e-02
2.836612419312514533e+01,1.416465895412202629e-02
2.883367506780259504e+01,1.355598086533535071e-02
2.930893245250317847e+01,1.297324824163988491e-02
2.979202337147163959e+01,1.241536494243069243e-02
3.028307694265773975e+01,1.188128068414846632e-02
3.078222441222623473e+01,1.136998914251394210e-02
3.128959918963568043e+01,1.088052613236685333e-02
3.180533688329517616e+01,1.041196786197725460e-02
3.232957533680937701e+01,9.963429258822044735e-03
3.286245466582039398e+01,9.534062363939794366e-03
3.340411729545720476e+01,9.123054792090461163e-03
3.395470799840230569e+01,8.729628255058666589e-03
3.451437393358558836e+01,8.353037145544129488e-03
3.508326468551650379e+01,7.992567168514002132e-03
3.566153230426398579e+01,7.647533931452981347e-03
3.624933134609563723e+01,7.317281761549444298e-03
3.684681891478679461e+01,7.001182592389466365e-03
3.745415470361005816e+01,6.698634813725388472e-03
3.807150103801769347e+01,6.409062167357643461e-03
3.869902291902683089e+01,6.131912688640700666e-03
3.933688806732012466e+01,5.866657691747488232e-03
3.998526696807329728e+01,5.612790796902576360e-03
4.064433291652123614e+01,5.369826997866563104e-03
4.131426206427582315e+01,5.137301768023505404e-03
4.199523346640651056e+01,4.914770203490414352e-03
4.268742912929728561e+01,4.701806201730908234e-03
4.339103405929240864e+01,4.498001674174472060e-03
4.410623631214364337e+01,4.302965766858323979e-03
4.483322704327324715e+01,4.116324102553059125e-03
4.557220055886462262e+01,3.937718151396507084e-03
4.632335436779554527e+01,3.766804576575249249e-03
4.708688923442733909e+01,3.603254595718763127e-03
4.786300923226379211e+01,3.446753368911632028e-03
4.865192179849529452e+01,3.296999412223778226e-03
4.945383778944123065e+01,3.153704035703881921e-03
5.026897153690660502e+01,3.016590804824379867e-03
5.109754090546755378e+01,2.885395024407952456e-03
5.193976735070071271e+01,2.759863244104945879e-03
5.279587597837318924e+01,2.639752784529692930e-03
5.366609560460726414e+01,2.524831283199879730e-03
5.455065881703722397e+01,2.414876255935021702e-03
5.544980203697423349e+01,2.309674634886847797e-03
5.636376558259538427e+01,2.209022391175929478e-03
5.729279373317524460e+01,2.112724192215473858e-03
5.823713479437503793e+01,2.020593034429833332e-03
5.919704116460864896e+01,1.932449890459117178e-03
6.017276940250238937e+01,1.848123371212552143e-03
6.116458029546615904e+01,1.767449402149338716e-03
6.217273892939596180e+01,1.690270913191766790e-03
6.319751475952425324e+01,1.616437541699895959e-03
6.423918168243852733e+01,1.545805347960989588e-03
6.529801810928708505e+01,1.478236542669629245e-03
6.637430704019082839e+01,1.413599225896249381e-03
6.746833613988263778e+01,1.351767137057080558e-03
6.858039781459250150e+01,1.292619400915905568e-03
6.971078929020028170e+01,1.236040271173816573e-03
7.085981269167687913e+01,1.181918953976182456e-03
7.202777512383400449e+01,1.130149406214634627e-03
7.321498875340633106e+01,1.080630132835033513e-03
7.442177089248517063e+01,1.033263992758754087e-03
7.564844408332804448e+01,9.879580130522265524e-04
7.689533618456634656e+01,9.446232109954209085e-04
7.816278045883289849e+01,9.031744237143759461e-04
7.945111566183558693e+01,8.635301450573396693e-04
8.076068613289744746e+01,8.256123694074932922e-04
8.209184188699016715e+01,7.893464421381703828e-04
8.344493870828421223e+01,7.546609164291130309e-04
8.482033824524035026e+01,7.214874146826763665e-04
8.621840810727003657e+01,6.897604726660842064e-04
8.763952196298747310e+01,6.594174226140300668e-04
8.908405964008188960e+01,6.303982977358249312e-04
9.055240722683601007e+01,6.026457169529186517e-04
9.204495717531705168e+01,5.761047737543194313e-04
9.356210840627015557e+01,5.507229298234127268e-04
9.510426641573907602e+01,5.264499132312337043e-04
9.667184338344526395e+01,5.032376210000201987e-04
9.826525828295295639e+01,4.810400258493978875e-04
9.988493699365044165e+01,4.598130869455428304e-04
1.015313124145760071e+02,4.395146644814859008e-04
1.032048245801220503e+02,4.201044379240296417e-04
1.049059207776442975e+02,4.015438277698462938e-04
1.066350556670106329e+02,3.837959139431107339e-04
1.083926914021202634e+02,3.668253478456523324e-04
1.101792977544250789e+02,3.505983066543077206e-04
1.119953522384886497e+02,3.350824334882421024e-04
1.138413402396130607e+02,3.202467739350683723e-04
1.157177551435704146e+02,3.060617153307234163e-04
1.176250984684722312e+02,2.924989286730097799e-04
1.195638799988120127e+02,2.795313130540815361e-04
1.215346179217187768e+02,2.671329425020950357e-04
1.235378389654544975e+02,2.552790151271460296e-04
1.255740785401955293e+02,2.439458044711574646e-04
1.276438808811342938e+02,2.331106129657970394e-04
1.297477991939386754e+02,2.227517274067253035e-04
1.318863958026111334e+02,2.128483758250756966e-04
1.340602422997830274e+02,2.033806751926891339e-04
1.362699196994866497e+02,1.943295948654060411e-04
1.385160185924460734e+02,1.856769325320058140e-04
1.407991393039260117e+02,1.774052786755707920e-04
1.431198920541849873e+02,1.694979820035082206e-04
1.454788971215707818e+02,1.619391163931456056e-04
1.478767850083052906e+02,1.547134492858468966e-04
1.503141966090021242e+02,1.478064114655891405e-04
1.527917833819603572e+02,1.412040681608007326e-04
1.553102075232844470e+02,1.348930914110195933e-04
1.578701421438713055e+02,1.288607336425229895e-04
1.604722714493162243e+02,1.230948023995927037e-04
1.631172909227837238e+02,1.175836361804481268e-04
1.658059075108915579e+02,1.123160793413986177e-04
1.685388398126613936e+02,1.072814538456578375e-04
1.713168182715807291e+02,1.024695458421781493e-04
1.741405853708324685e+02,9.787058792657760348e-05
1.770108958317419763e+02,9.347523958045596032e-05
1.799285168154937651e+02,8.927456847436184874e-05
1.828942281281759676e+02,8.526003259590849619e-05
1.859088224292018197e+02,8.142346316616157513e-05
1.889731054431672987e+02,7.775704830910428334e-05
1.920878961752014789e+02,7.425331744058054448e-05
1.952540271298644257e+02,7.090512634463784936e-05
1.984723445336565248e+02,6.770564290664717955e-05
2.017437085611921077e+02,6.464833347396211640e-05
2.050689935651024882e+02,6.172694979454719532e-05
2.084490883097287792e+02,5.893551591237092697e-05
2.118848962086644576e+02,5.626831627852839568e-05
2.153773355662173117e+02,5.371988518872623808e-05
2.189273398228471308e+02,5.128499590895924218e-05
2.225358578046511866e+02,4.895865023121020537e-05
2.262038539769618808e+02,4.673606848816737509e-05
2.299323087021221568e+02,4.461268000656165854e-05
2.337222185015137086e+02,4.258411397965089002e-05
2.375745963219006569e+02,4.064619074024912638e-05
2.414904718061646633e+02,3.879491341654382622e-05
2.454708915685028785e+02,3.702645995373922704e-05
2.495169194741595788e+02,3.533717548532671346e-05
2.536296369237729493e+02,3.372356503851292901e-05
2.578101431424045131e+02,3.218228780985809043e-05
2.620595554733342851e+02,3.071015536972714359e-05
2.663790096766987858e+02,2.930411980167568631e-05
2.707696602330493647e+02,2.796126538065806376e-05
2.752326806519179172e+02,2.667880292081444829e-05
2.797692637854646591e+02,2.545406436335094307e-05
2.843806221472976290e+02,2.428449759303298030e-05
2.890679882365473645e+02,2.316766147373150911e-05
2.938326148672805971e+02,2.210122109385572139e-05
2.986757755033486319e+02,2.108294321289030175e-05
3.035987645987499945e+02,2.011069190061744324e-05
3.086028979436058535e+02,1.918242436095443735e-05
3.136895130158368943e+02,1.829618693267392893e-05
3.188599693386383365e+02,1.745011143784509398e-05
3.241156488438432461e+02,1.664241893020407221e-05
3.294579562412816927e+02,1.587141719902397232e-05
3.348883193942212984e+02,1.513548635531766438e-05
3.404081897010000830e+02,1.443307514100941759e-05
3.460190424829484073e+02,1.376269818976690920e-05
3.517223773787029586e+02,1.312293338766147709e-05
3.575197187450253864e+02,1.251241933054153217e-05
3.634126160642223340e+02,1.192985287507282213e-05
3.694026443582826005e+02,1.137398678046889518e-05
3.754914046098419931e+02,1.084362743800073992e-05
3.816805241900822239e+02,1.033763268544659114e-05
3.879716572936900434e+02,9.854909703708322429e-06
3.943664853809790998e+02,9.394412992889832582e-06
4.008667176273019095e+02,8.955145069713640440e-06
4.074740913798701172e+02,8.536167470104958876e-06
4.141903726221002557e+02,8.136585966775472501e-06
4.210173564456208624e+02,7.755542155347613253e-06
4.279568675300519089e+02,7.392212267072559233e-06
4.350107606306959838e+02,7.045806017289879731e-06
4.421809210742683263e+02,6.715565474706220106e-06
4.494692652627938401e+02,6.400763952471459682e-06
4.568777411858169444e+02,6.100704921894847373e-06
4.644083289410472162e+02,5.814720949515799938e-06
4.720630412635894686e+02,5.542172658125655415e-06
4.798439240638983847e+02,5.282447712225419067e-06
4.877530569745943012e+02,5.034959828301132535e-06
4.957925539063022029e+02,4.799147927249597986e-06
5.039645636126419959e+02,4.574482490326711411e-06
5.122712702645376339e+02,4.360467232335700061e-06
5.207148940339910723e+02,4.156625821282765544e-06
5.292976916874742983e+02,3.962500252192832378e-06
5.380219571891113901e+02,3.777650399490122929e-06
5.468900223137932244e+02,3.601653557840640548e-06
5.559042572704023542e+02,3.434103974012827138e-06
5.650670713353114252e+02,3.274612372110519529e-06
5.743809134963170209e+02,3.122805474339105553e-06
5.838482731071983380e+02,2.978325519281738259e-06
5.934716805530541706e+02,2.840829779486672203e-06
6.032537079266115825e+02,2.709990080000884628e-06
6.131969697156822576e+02,2.585492319327318353e-06
6.233041235019444457e+02,2.467036940712399613e-06
6.335778706712537769e+02,2.354344227896574294e-06
6.440209571356505194e+02,2.247148747682863942e-06
6.546361740672734868e+02,2.145195504928039381e-06
6.654263586443709073e+02,2.048239697523172483e-06
6.763943948096010672e+02,1.956046476810064642e-06
6.875432140408445321e+02,1.868390697204286140e-06
6.988757961347089349e+02,1.785056657109033119e-06
7.103951700029541598e+02,1.705837833030874941e-06
7.221044144820449446e+02,1.630536608642828251e-06
7.340066591560408824e+02,1.558964000382918485e-06
7.461050851930619956e+02,1.490939381027714084e-06
7.584029261955298580e+02,1.426290202539395915e-06
7.709034690644284638e+02,1.364851692787485624e-06
7.836100548778102848e+02,1.306463863785779122e-06
7.965260797837776181e+02,1.250969504414618484e-06
8.096549959081936549e+02,1.198219111562382228e-06
8.230003122773433688e+02,1.148071079811426732e-06
8.365655957558084310e+02,1.100391289463018000e-06
8.503544719998011487e+02,1.055052715181017257e-06
8.643706264262049217e+02,1.011935054321298548e-06
8.786178051976006600e+02,9.709243740473250007e-07
8.930998162235176778e+02,9.319127763651843814e-07
9.078205301781854359e+02,8.947980802439193520e-07
9.227838815350771711e+02,8.594835200190844211e-07
9.379938696184877926e+02,8.258774593087212498e-07
9.534545596724539109e+02,7.938931197019035483e-07
9.691700839472891857e+02,7.634496940058942100e-07
9.851446428040327419e+02,7.344826739623598231e-07
1.001382505837096346e+03,7.069359776945997540e-07
1.017888013015419460e+03,6.807547905910021142e-07
1.034665575842433782e+03,6.558856275738199268e-07
1.051719678535149569e+03,6.322764445631841193e-07
1.069054879222657519e+03,6.098767320157096649e-07
1.086675811164423976e+03,5.886375922295984006e-07
1.104587183988628567e+03,5.685118020444701548e-07
1.122793784950932604e+03,5.494538624958825418e-07
1.141300480213990340e+03,5.314200369131066538e-07
1.160112216148051175e+03,5.143683788758723663e-07
1.179234020652999334e+03,4.982587513729126459e-07
1.198671004502183223e+03,4.830528281880956989e-07
1.218428362708396435e+03,4.687121143116992425e-07
1.238511375912375570e+03,4.551958985204353027e-07
1.258925411794166848e+03,4.424654126019902836e-07
