k,P(k)
1.562787756030011369e-02,2.482940382514136945e+04
1.588546748597777572e-02,2.484765433103416945e+04
1.614730319420363408e-02,2.485926103639357098e+04
1.641345466702139738e-02,2.486409019348485162e+04
1.668399303996924432e-02,2.486201137886717333e+04
1.695899062109247624e-02,2.485289989640680142e+04
1.723852091026959604e-02,2.483663713180372724e+04
1.752265861885708015e-02,2.481311090207899542e+04
1.781147968965767284e-02,2.478221555894481935e+04
1.810506131721811157e-02,2.474385087487880082e+04
1.840348196846119597e-02,2.469792336492316099e+04
1.870682140365799093e-02,2.464434735090569666e+04
1.901516069774581222e-02,2.458304529295173415e+04
1.932858226199737559e-02,2.451394810904582846e+04
1.964716986604735788e-02,2.443699617186308024e+04
1.997100866028184499e-02,2.435214482265999686e+04
2.030018519859682485e-02,2.425936166175168910e+04
2.063478746153196014e-02,2.415862375960053032e+04
2.097490487978541374e-02,2.404991785570236243e+04
2.132062835811654455e-02,2.393324056537737852e+04
2.167205029964237167e-02,2.380860019129087596e+04
2.202926463053454798e-02,2.367603255423914743e+04
2.239236682512355317e-02,2.353559387324581621e+04
2.276145393141642756e-02,2.338735025118077829e+04
2.313662459703536706e-02,2.323137753625199184e+04
2.351797909558367775e-02,2.306776131317090403e+04
2.390561935344629949e-02,2.289659930219988746e+04
2.429964897703229196e-02,2.271803149125366326e+04
2.470017328046603816e-02,2.253222964928194779e+04
2.510729931373516591e-02,2.233937348189885961e+04
2.552113589130226498e-02,2.213964980977398227e+04
2.594179362118812296e-02,2.193325226119104263e+04
2.636938493453465371e-02,2.172038378449759330e+04
2.680402411565464826e-02,2.150130244039104946e+04
2.724582733257729233e-02,2.127631127428188483e+04
2.769491266809681260e-02,2.104571599319847883e+04
2.815140015133298437e-02,2.080982300975481485e+04
2.861541178981201125e-02,2.056893886292696334e+04
2.908707160207584658e-02,2.032337260459409663e+04
2.956650565082939719e-02,2.007349982766835092e+04
3.005384207663381810e-02,1.981975822653753858e+04
3.054921113215511644e-02,1.956257920261070831e+04
3.105274521697756404e-02,1.930238410021975506e+04
3.156457891299069285e-02,1.903958357479258120e+04
3.208484902035950437e-02,1.877457904232762303e+04
3.261369459408788862e-02,1.850782360509654245e+04
3.315125698118428360e-02,1.823982876224346546e+04
3.369767985844032698e-02,1.797108951577457992e+04
3.425310927083195789e-02,1.770207952679097798e+04
3.481769367055340819e-02,1.743325090715481201e+04
3.539158395669497054e-02,1.716503597085618821e+04
3.597493351557420893e-02,1.689793000949090856e+04
3.656789826173246355e-02,1.663251844357311347e+04
3.717063667960675971e-02,1.636936124205506894e+04
3.778330986588858409e-02,1.610898433946055775e+04
3.840608157258117161e-02,1.585188042661089094e+04
3.903911825076598202e-02,1.559850920243339897e+04
3.968258909509112670e-02,1.534924892301712316e+04
4.033666608899265371e-02,1.510436876196607591e+04
4.100152405066129907e-02,1.486410988386498320e+04
4.167734067976716639e-02,1.462869455122999716e+04
4.236429660495408950e-02,1.439832709019583854e+04
4.306257543211729211e-02,1.417319587996680093e+04
4.377236379347654999e-02,1.395360080725207263e+04
4.449385139745804657e-02,1.374006743806191116e+04
4.522723107939898707e-02,1.353311388722878110e+04
4.597269885308719745e-02,1.333322317221041158e+04
4.673045396315096689e-02,1.314084633773421410e+04
4.750069893831193601e-02,1.295639327798966224e+04
4.828363964551579679e-02,1.277980722066487942e+04
4.907948534495557708e-02,1.261048616582292379e+04
4.988844874600120022e-02,1.244782461909835729e+04
5.071074606405169549e-02,1.229124715259992627e+04
5.154659707832388860e-02,1.214020611486013877e+04
5.239622519059372596e-02,1.199423847755337920e+04
5.325985748490616456e-02,1.185308006797719463e+04
5.413772478826864992e-02,1.171651149761916895e+04
5.503006173234565451e-02,1.158432255484834786e+04
5.593710681616961833e-02,1.145631068503286224e+04
5.685910246988549327e-02,1.133205691587507681e+04
5.779629511954655074e-02,1.121065648755047187e+04
5.874893525297764096e-02,1.109117369800619053e+04
5.971727748672404218e-02,1.097271151103068951e+04
6.070158063410440591e-02,1.085440732665294490e+04
6.170210777438456945e-02,1.073539983894231591e+04
6.271912632309231683e-02,1.061484351193746625e+04
6.375290810349064363e-02,1.049193329528174581e+04
6.480372941922903085e-02,1.036590412031002234e+04
6.587187112819280210e-02,1.023596157750869679e+04
6.695761871756883421e-02,1.010127734017614421e+04
6.806126238014950647e-02,9.961077567357096996e+03
6.918309709189361667e-02,9.814657574723332800e+03
7.032342269076585772e-02,9.661504782025802342e+03
7.148254395687630991e-02,9.501295512359420172e+03
7.266077069393993282e-02,9.333772333075736242e+03
7.385841781207963530e-02,9.158777127450684929e+03
7.507580541199368462e-02,8.976486256081108877e+03
7.631325887051020052e-02,8.787242983388789071e+03
7.757110892755265941e-02,8.591425578208225488e+03
7.884969177453769740e-02,8.389633909259600841e+03
8.014934914423106627e-02,8.182803075708999131e+03
8.147042840208391923e-02,7.971872948884271864e+03
8.281328263907457299e-02,7.757825141774635085e+03
8.417827076608125347e-02,7.541908874538864438e+03
8.556575760980927869e-02,7.325366663257663276e+03
8.697611401030057310e-02,7.109394501075483277e+03
8.840971692004952198e-02,6.895412341690963331e+03
8.986694950475256072e-02,6.684819936048821546e+03
9.134820124571924049e-02,6.478919494323427898e+03
9.285386804397005589e-02,6.279214274352912980e+03
9.438435232605131564e-02,6.087146165286641008e+03
9.594006315159328557e-02,5.903964483355118318e+03
9.752141632264119120e-02,5.730744535452050513e+03
9.912883449478913922e-02,5.568409683640709773e+03
1.007627472901448940e-01,5.417758264551848697e+03
1.024235914121567476e-01,5.279312311055299688e+03
1.041118107623339034e-01,5.152897282141954747e+03
1.058278565588893910e-01,5.038214318008283954e+03
1.075721874573397491e-01,4.934867728471172086e+03
1.093452696730919382e-01,4.841735359835209238e+03
1.111475771060505408e-01,4.757522370324399162e+03
1.129795914672797469e-01,4.680955764227900545e+03
1.148418024077518390e-01,4.610371100855080840e+03
1.167347076492191577e-01,4.544039858876723883e+03
1.186588131172421623e-01,4.480270251240585822e+03
1.206146330764102520e-01,4.417223720335885446e+03
1.226026902677922886e-01,4.353107576521084411e+03
1.246235160486512811e-01,4.286230611008521919e+03
1.266776505344633652e-01,4.215007998767438949e+03
1.287656427432766759e-01,4.138013198873823967e+03
1.308880507424496631e-01,4.054308094113448078e+03
1.330454417978090553e-01,3.963300334746971657e+03
1.352383925252647889e-01,3.864804672702525750e+03
1.374674890449255615e-01,3.759387404915054503e+03
1.397333271377535213e-01,3.647820934542297891e+03
1.420365124048010852e-01,3.531460738199553816e+03
1.443776604290735732e-01,3.411874249173810767e+03
1.467573969400579881e-01,3.290856158803856033e+03
1.491763579809653462e-01,3.170398586619483922e+03
1.516351900787288043e-01,3.052471854285137397e+03
1.541345504168032676e-01,2.939188762209203560e+03
1.566751070108148847e-01,2.832411790871457015e+03
1.592575388871035336e-01,2.733760695031103296e+03
1.618825362642105081e-01,2.644462301936525819e+03
1.645508007373557013e-01,2.564939202645088699e+03
1.672630454659559951e-01,2.495192923153490028e+03
1.700199953642357320e-01,2.434343290308434007e+03
1.728223872949765094e-01,2.381218448525845815e+03
1.756709702664631667e-01,2.334168076821647446e+03
1.785665056326741218e-01,2.291436431660637481e+03
1.815097672967715681e-01,2.251097342774585286e+03
1.845015419179471539e-01,2.211210601932661120e+03
1.875426291216754360e-01,2.169814221865996842e+03
1.906338417134330054e-01,2.125192330847409721e+03
1.937760058959421272e-01,2.075973220991442304e+03
1.969699614899922124e-01,2.021550064519650505e+03
2.002165621589038214e-01,1.961980842992301859e+03
2.035166756366908469e-01,1.898163611607383018e+03
2.068711839599831348e-01,1.831490885263032624e+03
2.102809837037739327e-01,1.763690602307419113e+03
2.137469862210499005e-01,1.696627211993889432e+03
2.172701178863742089e-01,1.632086415796644133e+03
2.208513203434822603e-01,1.571663709060134124e+03
2.244915507569588131e-01,1.516531033328658168e+03
2.281917820680646469e-01,1.467325614934769192e+03
2.319530032547782172e-01,1.424080275988132144e+03
2.357762195961251583e-01,1.386222174416544476e+03
2.396624529408636628e-01,1.352711045914705664e+03
2.436127419805980132e-01,1.322126212326227005e+03
2.476281425273957337e-01,1.292775748883712140e+03
2.517097277959780555e-01,1.262963290263288172e+03
2.558585886905642703e-01,1.231331114752240182e+03
2.600758340964421933e-01,1.197138506413753021e+03
2.643625911763441971e-01,1.160381283487087785e+03
2.687200056717111707e-01,1.121627791769785063e+03
2.731492422089180638e-01,1.081789726109953335e+03
2.776514846105506140e-01,1.041994555987294234e+03
2.822279362118104706e-01,1.003487767192270894e+03
2.868798201821353699e-01,9.674426220795111249e+02
2.916083798521231230e-01,9.346395591386780097e+02
2.964148790458402405e-01,9.052382314751538388e+02
3.013006024186121179e-01,8.788275115661118662e+02
3.062668558003768249e-01,8.546464579259627499e+02
3.113149665447020320e-01,8.317641022387412022e+02
3.164462838835520597e-01,8.091933067932966424e+02
3.216621792879035269e-01,7.860740999029848126e+02
3.269640468343052442e-01,7.619382170201057534e+02
3.323533035774773881e-01,7.368556703928715024e+02
3.378313899290577016e-01,7.113222696554571485e+02
3.433997700425845401e-01,6.860239400917232615e+02
3.490599322048287267e-01,6.616593280210825014e+02
3.548133892335754158e-01,6.387965399860970592e+02
3.606616788819594355e-01,6.177047301235016903e+02
3.666063642494714059e-01,5.982670529420263392e+02
3.726490341997321099e-01,5.800813937716607143e+02
3.787913037851561304e-01,5.626361825460081718e+02
3.850348146786148895e-01,5.454211806394374662e+02
3.913812356122117753e-01,5.280538311924260597e+02
3.978322628232955349e-01,5.104643200985950671e+02
4.043896205078191808e-01,4.929065328043054137e+02
4.110550612811743054e-01,4.757269277132019170e+02
4.178303666466217647e-01,4.592141321005409509e+02
4.247173474714386887e-01,4.436073112039873081e+02
4.317178444709224294e-01,4.289665237313994339e+02
4.388337287003641896e-01,4.150764312108724425e+02
4.460669020551347175e-01,4.016670559945791865e+02
4.534192977790139634e-01,3.885490742022420250e+02
4.608928809808950922e-01,3.755570237374206499e+02
4.684896491600126223e-01,3.626852326737693488e+02
4.762116327398202009e-01,3.501198663435545200e+02
4.840608956106725036e-01,3.380009108461664482e+02
4.920395356814509236e-01,3.264015117888514510e+02
5.001496854402784908e-01,3.153570727164156438e+02
5.083935125244852804e-01,3.047603366355738217e+02
5.167732202999582025e-01,2.944793733334675494e+02
5.252910484500474819e-01,2.844503034614086232e+02
5.339492735741765417e-01,2.746297011668040113e+02
5.427502097963166072e-01,2.650692100842291552e+02
5.516962093834981706e-01,2.558439367463696499e+02
5.607896633745091952e-01,2.469647343714009082e+02
5.700330022189599166e-01,2.384407550794811925e+02
5.794286964268809959e-01,2.302125830886176630e+02
5.889792572290248884e-01,2.222296965933707327e+02
5.986872372480592785e-01,2.144785516985873812e+02
6.085552311808150039e-01,2.069464456411229207e+02
6.185858764917838704e-01,1.996743681537979285e+02
6.287818541180462129e-01,1.926602609791106318e+02
6.391458891858138314e-01,1.858952645539429227e+02
6.496807517387935826e-01,1.793604655350155213e+02
6.603892574785447112e-01,1.730406712620999201e+02
6.712742685170467460e-01,1.669286216212947238e+02
6.823386941416695883e-01,1.610184629410433672e+02
6.935854915927478492e-01,1.553044517486879101e+02
7.050176668539833713e-01,1.497809557872734842e+02
7.166382754558636714e-01,1.444424548080384341e+02
7.284504232923290079e-01,1.392835411503398007e+02
7.404572674509001251e-01,1.342989201205102745e+02
7.526620170564823908e-01,1.294834101808718003e+02
7.650679341290919089e-01,1.248319429598304851e+02
7.776783344557048894e-01,1.203395630937029210e+02
7.904965884764848516e-01,1.160014279106062389e+02
8.035261221856159208e-01,1.118128069664389130e+02
8.167704180469856912e-01,1.077690685362826741e+02
8.302330159249533548e-01,1.038655407727251969e+02
8.439175140304749911e-01,1.000975867703940452e+02
8.578275698828072837e-01,9.646071312590393632e+01
8.719669012870723268e-01,9.295056769268481389e+01
8.863392873279334339e-01,8.956293540291274269e+01
9.009485693796424055e-01,8.629373420441883979e+01
9.157986521327504681e-01,8.313901110968161845e+01
9.308935046377281308e-01,8.009493835406887285e+01
9.462371613657913905e-01,7.715780966056958334e+01
9.618337232872172793e-01,7.432403660830237868e+01
9.776873589674206499e-01,7.159014510216384508e+01
9.938023056811169376e-01,6.895277194103087481e+01
1.010182870544831690e+00,6.640866149430704013e+01
1.026833431668084717e+00,6.395467147287609322e+01
1.043758439323549947e+00,6.158778358895683169e+01
1.060962417136492419e+00,5.930507686824861224e+01
1.078449963293830693e+00,5.710372049418710105e+01
1.096225751773107771e+00,5.498097137041207105e+01
1.114294533591728031e+00,5.293417173410394838e+01
1.132661138076786367e+00,5.096074681979115439e+01
1.151330474155816574e+00,4.905820257320663558e+01
1.170307531668834944e+00,4.722412341474078090e+01
1.189597382701990558e+00,4.545617005200690386e+01
1.209205182943206447e+00,4.375207734102010448e+01
1.229136173060167536e+00,4.210965219544893756e+01
1.249395680101008210e+00,4.052677154339895083e+01
1.269989118918110726e+00,3.900138003539763787e+01
1.290921993615349539e+00,3.753148407435215717e+01
1.312199899019200977e+00,3.611515164506634079e+01
1.333828522174099751e+00,3.475051408414590526e+01
