1.000000000000000048e-04,2.445789684111385668e+03
1.016482719722096458e-04,2.484728887981452317e+03
1.033237119493630161e-04,2.524287339006863476e+03
1.050267677340709852e-04,2.564474848202366957e+03
1.067578945099494233e-04,2.605301380142229391e+03
1.085175549632780414e-04,2.646777056195867772e+03
1.103062194066649663e-04,2.688912156971384775e+03
1.121243659047491126e-04,2.731717124796552071e+03
1.139724804019748728e-04,2.775202565939624492e+03
1.158510568524727478e-04,2.819379252490035924e+03
1.177605973520807342e-04,2.864258125659586767e+03
1.197016122725417468e-04,2.909850298595689310e+03
1.216746203979131107e-04,2.956167059055254867e+03
1.236801490632243917e-04,3.003219872119652337e+03
1.257187342954206425e-04,3.051020379666364533e+03
1.277909209566287696e-04,3.099580393541430567e+03
1.298972628897854817e-04,3.148911907216845520e+03
1.320383230666652831e-04,3.199027101509427666e+03
1.342146737383487611e-04,3.249938347460534715e+03
1.364268965881705804e-04,3.301658209259132491e+03
1.386755828871888429e-04,3.354199448299165397e+03
1.409613336522167436e-04,3.407575030264099951e+03
1.432847598064591562e-04,3.461798124903455573e+03
1.456464823427969506e-04,3.516882107759136034e+03
1.480471324897625427e-04,3.572840563334298167e+03
1.504873518802513749e-04,3.629687288310434269e+03
1.529677927230140770e-04,3.687436291572809751e+03
1.554891179769752501e-04,3.746101782232927690e+03
1.580520015284257393e-04,3.805698183703758332e+03
1.606571283711351230e-04,3.866240143085414275e+03
1.633051947894334261e-04,3.927742534565505139e+03
1.659969085443100583e-04,3.990220462863262583e+03
1.687329890625803683e-04,4.053689265900875398e+03
1.715141676291704438e-04,4.118164513457054454e+03
1.743411875825707363e-04,4.183662013680083874e+03
1.772148045135117189e-04,4.250197818949255634e+03
1.801357864669140771e-04,4.317788229563756431e+03
1.831049141471676183e-04,4.386449797477857828e+03
1.861229811267939218e-04,4.456199327045216705e+03
1.891907940585479150e-04,4.527053856052724768e+03
1.923091728910158397e-04,4.599030670745264615e+03
1.954789510877666630e-04,4.672147321694822494e+03
1.987009758501157258e-04,4.746421627794959932e+03
2.019761083435602574e-04,4.821871680222578107e+03
2.053052239279469320e-04,4.898515847061035856e+03
2.086892123914335629e-04,4.976372783127960247e+03
2.121289781883065994e-04,5.055461431961171002e+03
2.156254406807191258e-04,5.135801026539465965e+03
2.191795343844130052e-04,5.217411093510713727e+03
2.227922092184908976e-04,5.300311457526399863e+03
2.264644307593059703e-04,5.384522240903222155e+03
2.301971804985357059e-04,5.470063810479512540e+03
2.339914561055099311e-04,5.556956796388139082e+03
2.378482716938622903e-04,5.645222136611379028e+03
2.417686580925772655e-04,5.734881082188398977e+03
2.457536631215046234e-04,5.825955201632425087e+03
2.498043518714149354e-04,5.918466387277958347e+03
2.539218069886713591e-04,6.012436889492446426e+03
2.581071289645939281e-04,6.107889318052097224e+03
2.623614364295923530e-04,6.204846623106557672e+03
2.666858664521479434e-04,6.303332099299046604e+03
2.710815748427231747e-04,6.403369390691299486e+03
2.755497364626802691e-04,6.504982491809540988e+03
2.800915455382921651e-04,6.608195669397588063e+03
2.847082159799287104e-04,6.713033463448238763e+03
2.894009817065040530e-04,6.819520768733815203e+03
2.941710969752718606e-04,6.927682842953727231e+03
2.990198367170569457e-04,7.037545311591620703e+03
3.039484968770112265e-04,7.149134172977031994e+03
3.089583947609874813e-04,7.262475807554389576e+03
3.140508693876216981e-04,7.377596983897891732e+03
3.192272818462186168e-04,7.494524859270677553e+03
3.244890156605365777e-04,7.613286984522327657e+03
3.298374771585681165e-04,7.733911309312292360e+03
3.352740958484162152e-04,7.856426185988665566e+03
3.408003248003649245e-04,7.980860316071796660e+03
3.464176410352488226e-04,8.107242729712193068e+03
3.521275459192226812e-04,8.235602862195586567e+03
3.579315655650388379e-04,8.365970564625024053e+03
3.638312512399386367e-04,8.498376109117965825e+03
3.698281797802661377e-04,8.632850193622942243e+03
3.759239540129174508e-04,8.769423919398695944e+03
3.821202031837346016e-04,8.908128777162060942e+03
3.884185833929627027e-04,9.048996691029611611e+03
3.948207780378827007e-04,9.192060027652265489e+03
4.013284982627411289e-04,9.337351601513639253e+03
4.079434834160958027e-04,9.484904679793866308e+03
4.146675015156989978e-04,9.634752935009575594e+03
4.215023497210442557e-04,9.786930398272195816e+03
4.284498548137012316e-04,9.941471548697936669e+03
4.355118736855685246e-04,1.009841132931610082e+04
4.426902938351729138e-04,1.025778515220852387e+04
4.499870338721504727e-04,1.041962890353783223e+04
4.574040440300426464e-04,1.058397891681534747e+04
4.649433066875433593e-04,1.075087193495758402e+04
4.726068368983388592e-04,1.092034517392879388e+04
4.803966829296808100e-04,1.109243633728572240e+04
4.883149268098355839e-04,1.126718362120967504e+04
4.963636848845581285e-04,1.144462571947659490e+04
5.045451083827372620e-04,1.162480177877588903e+04
5.128613839913648362e-04,1.180775131437813980e+04
5.213147344399808808e-04,1.199351431967006283e+04
5.299074190947543773e-04,1.218213129238387046e+04
5.386417345623527525e-04,1.237364323921728101e+04
5.475200153037678178e-04,1.256809168044079161e+04
5.565446342582578559e-04,1.276551860528621364e+04
5.657180034775733659e-04,1.296596636100220894e+04
5.750425747706383118e-04,1.316947777577866691e+04
5.845208403588553593e-04,1.337609619390338776e+04
5.941553335422147548e-04,1.358586547976359361e+04
6.039486293763798820e-04,1.379883002182332166e+04
6.139033453609350072e-04,1.401503471352269844e+04
6.240221421389765969e-04,1.423452488745740993e+04
6.343077242082355597e-04,1.445734638222373724e+04
6.447628406439209064e-04,1.468354556721698827e+04
6.553902858334772737e-04,1.491316934612559635e+04
6.661929002234552631e-04,1.514626516037940019e+04
6.771735710786891014e-04,1.538288093752306304e+04
6.883352332539902215e-04,1.562306488264866130e+04
6.996808699785597285e-04,1.586686564982617165e+04
7.112135136533288913e-04,1.611433241847436329e+04
7.229362466614441774e-04,1.636551489560466871e+04
7.348522021921093323e-04,1.662046331796913728e+04
7.469645650780070908e-04,1.687922842210832459e+04
7.592765726465256024e-04,1.714186129068155060e+04
7.717915155850124794e-04,1.740841346155597785e+04
7.845127388202920680e-04,1.767893699166961596e+04
7.974436424126813208e-04,1.795348445811023339e+04
8.105876824647371580e-04,1.823210895899660682e+04
8.239483720449872857e-04,1.851486407218047316e+04
8.375292821268825625e-04,1.880180359847669752e+04
8.513340425432283035e-04,1.909298171253879264e+04
8.653663429563477911e-04,1.938845308203012974e+04
8.796299338442329979e-04,1.968827286720187840e+04
8.941286275029538969e-04,1.999249671985119494e+04
9.088662990655880852e-04,2.030118074185532896e+04
9.238468875379446995e-04,2.061438117310457164e+04
9.390743968513639737e-04,2.093215453770129534e+04
9.545528969328618630e-04,2.125455780795131432e+04
9.702865247929216841e-04,2.158164840242555510e+04
9.862794856312100036e-04,2.191348418246393339e+04
1.002536053960522951e-03,2.225012339966291984e+04
1.019060574749250814e-03,2.259162421402286782e+04
1.035857464582681407e-03,2.293804486170320524e+04
1.052931212843439277e-03,2.328944394475269291e+04
1.070286382911384612e-03,2.364588042854292144e+04
1.087927613383289291e-03,2.400741363472866215e+04
1.105859619312615566e-03,2.437410320444586250e+04
1.124087193469729780e-03,2.474600872035244902e+04
1.142615207622889621e-03,2.512318978505373889e+04
1.161448613840342309e-03,2.550570627531480932e+04
1.180592445813890418e-03,2.589361833767717326e+04
1.200051820204265122e-03,2.628698637783654704e+04
1.219831938008683961e-03,2.668587100816838938e+04
1.239938085950942868e-03,2.709033235560846151e+04
1.260375637894424559e-03,2.750043011287287663e+04
1.281150056278397087e-03,2.791622408130031545e+04
1.302266893577982065e-03,2.833777417344088099e+04
1.323731793788193462e-03,2.876514039701166257e+04
1.345550493932431676e-03,2.919838282315351535e+04
1.367728825595848543e-03,2.963756123526230658e+04
1.390272716483977305e-03,3.008273508909392694e+04
1.413188192007060542e-03,3.053396380775749640e+04
1.436481376890489390e-03,3.099130677596582245e+04
1.460158496811786184e-03,3.145482331948111096e+04
1.484225880064572473e-03,3.192457265759025177e+04
1.508689959249959103e-03,3.240061307845289048e+04
1.533557272995817638e-03,3.288300171563693584e+04
1.558834467704390452e-03,3.337179538899970794e+04
1.584528299328704813e-03,3.386705063054763741e+04
1.610645635178270182e-03,3.436882365671719162e+04
1.637193455754531665e-03,3.487717032542957168e+04
1.664178856616584405e-03,3.539214546321474336e+04
1.691609050277634221e-03,3.591380253607025224e+04
1.719491368132721864e-03,3.644219441433921020e+04
1.747833262418218084e-03,3.697737340257528558e+04
1.776642308203615342e-03,3.751939120474812808e+04
1.805926205416154154e-03,3.806829887964166119e+04
1.835692780898817277e-03,3.862414617843522865e+04
1.865949990502248357e-03,3.918698105739149469e+04
1.896705921211145826e-03,3.975685052866328624e+04
1.927968793305710141e-03,4.033380071092689468e+04
1.959746962558716818e-03,4.091787678711299668e+04
1.992048922468801168e-03,4.150912295520894259e+04
2.024883306530559073e-03,4.210758164548291097e+04
2.058258890542054471e-03,4.271329271895103011e+04
2.092184594950372793e-03,4.332629462740592862e+04
2.126669487235827508e-03,4.394662452293490787e+04
2.161722784335469872e-03,4.457431820722371049e+04
2.197353855106541545e-03,4.520941007738986082e+04
2.233572222830531012e-03,4.585193239503509540e+04
2.270387567758507322e-03,4.650191428625729895e+04
2.307809729698402906e-03,4.715938296109154180e+04
2.345848710644948473e-03,4.782436386882069201e+04
2.384514677452950846e-03,4.849688063906427851e+04
2.423817964554633199e-03,4.917695502146532090e+04
2.463769076721769764e-03,4.986460628999522305e+04
2.504378691873342284e-03,5.055985019099253986e+04
2.545657663929481486e-03,5.126270003599454503e+04
2.587617025712438210e-03,5.197316688149463153e+04
2.630267991895381303e-03,5.269125946299988573e+04
2.673621961999794652e-03,5.341698412844577251e+04
2.717690523442278273e-03,5.415034407799228211e+04
2.762485454631574862e-03,5.489133762321514951e+04
2.808018728116635793e-03,5.563995983201735362e+04
2.854302513786580522e-03,5.639620291805273882e+04
2.901349182123400244e-03,5.716005616745870793e+04
2.949171307508273183e-03,5.793150586534744798e+04
2.997781671582380996e-03,5.871053469585127459e+04
3.047193266663111855e-03,5.949712003330601146e+04
3.097419299216580026e-03,6.029123534643668972e+04
3.148473193387378317e-03,6.109285063261897449e+04
3.200368594586516617e-03,6.190193233994134789e+04
3.253119373138486318e-03,6.271844328939956904e+04
3.306739627988450683e-03,6.354234193560937274e+04
3.361243690470533483e-03,6.437357967599434050e+04
3.416646128138223302e-03,6.521210285410706274e+04
3.472961748657912677e-03,6.605785361775243655e+04
3.530205603766603788e-03,6.691076983775050030e+04
3.588392993294863605e-03,6.777078502718998061e+04
3.647539469256077128e-03,6.863782767010759562e+04
3.707660840003108513e-03,6.951181819541698496e+04
3.768773174453472503e-03,7.039267093895749713e+04
3.830892806384145893e-03,7.128029528530462994e+04
3.894036338797171766e-03,7.217459558860247489e+04
3.958220648357224820e-03,7.307547109311008535e+04
4.023462889902310047e-03,7.398281526495944127e+04
4.089780501028826391e-03,7.489651201249641599e+04
4.157191206752180665e-03,7.581643779043031100e+04
4.225713024244241896e-03,7.674246330027603835e+04
4.295364267648870381e-03,7.767445342220562452e+04
4.366163552976834623e-03,7.861226714199285198e+04
4.438129803081385105e-03,7.955575702496897429e+04
4.511282252715860530e-03,8.050476554178884544e+04
4.585640453674644061e-03,8.145912673547252780e+04
4.661224280018869473e-03,8.241866815610465710e+04
4.738053933388251121e-03,8.338321081580760074e+04
4.816149948400467139e-03,8.435256913024360256e+04
4.895533198139541756e-03,8.532655044601617556e+04
4.976224899734694312e-03,8.630495078586222371e+04
5.058246620031137293e-03,8.728755633569940983e+04
5.141620281354353401e-03,8.827414608950290130e+04
5.226368167369365228e-03,8.926449184929273906e+04
5.312512929036601259e-03,9.025835819020496274e+04
5.400077590665925548e-03,9.125550191297288984e+04
5.489085556070446952e-03,9.225566532016028941e+04
5.579560614821762847e-03,9.325857779600158392e+04
5.671526948608316548e-03,9.426396072952540999e+04
5.765009137698546768e-03,9.527152762162456929e+04
5.860032167510555168e-03,9.628098408439634659e+04
5.956621435290104793e-03,9.729202741552969383e+04
6.054802756898620790e-03,9.830433929141487170e+04
6.154602373713156244e-03,9.931758650577579101e+04
6.256046959640023178e-03,1.003314272093449108e+05
6.359163628244041133e-03,1.013455111601637473e+05
6.463979939995341019e-03,1.023594797733588348e+05
6.570523909635536154e-03,1.033729658458909835e+05
6.678824013665389872e-03,1.043855860115898104e+05
6.788909197955847116e-03,1.053969403513336583e+05
6.900808885484514300e-03,1.064066199142044643e+05
7.014552984199712467e-03,1.074142071729701274e+05
7.130171895014070053e-03,1.084192761436138971e+05
7.247696519929952910e-03,1.094213921777626674e+05
7.367158270298776804e-03,1.104201013613717223e+05
7.488589075216433265e-03,1.114149280335177609e+05
7.612021390057184533e-03,1.124053870208629669e+05
7.737488205148097126e-03,1.133909845939064253e+05
7.865023054586577078e-03,1.143712186817737966e+05
