k,P(k)
1.355813643862433082e+00,5.888280988770128843e+00
1.378161140149611441e+00,5.665221765418771760e+00
1.400876983954581823e+00,5.450342846135809438e+00
1.423967246646240525e+00,5.243356549335916661e+00
1.447438099666158218e+00,5.043984764686178401e+00
1.471295816178038951e+00,4.851958658194911678e+00
1.495546772744394071e+00,4.667018385397276425e+00
1.520197451030825375e+00,4.488912812456158363e+00
1.545254439538411351e+00,4.317399244999396757e+00
1.570724435364650562e+00,4.152243164517600782e+00
1.596614245993414061e+00,3.993217973038355684e+00
1.622930791114429283e+00,3.840104745916556706e+00
1.649681104472727755e+00,3.692691987193347902e+00
1.676872335748589959e+00,3.550775393926946411e+00
1.704511752468473418e+00,3.414157627885522572e+00
1.732606741947430029e+00,3.282648093788702592e+00
1.761164813263563778e+00,3.156062723940072257e+00
1.790193599265005098e+00,3.034223769093937317e+00
1.819700858609980543e+00,2.916959595403514793e+00
1.849694477840509776e+00,2.804104487299607040e+00
1.880182473490263684e+00,2.695498456151447897e+00
1.911172994227201327e+00,2.590987054564831471e+00
1.942674323031487571e+00,2.490421196174156471e+00
1.974694879409328196e+00,2.393656977568674016e+00
2.007243221643294273e+00,2.300555452101342269e+00
2.040328049079718209e+00,2.210982482302473517e+00
2.073958204453830056e+00,2.124808638349967804e+00
2.108142676253184522e+00,2.041909043763107778e+00
2.142890601120055027e+00,1.962163223756171027e+00
2.178211266293434978e+00,1.885454958276167936e+00
2.214114112091261966e+00,1.811672139595236430e+00
2.250608734433599878e+00,1.740706634331445901e+00
2.287704887407370435e+00,1.672454149774591947e+00
2.325412485873375790e+00,1.606814104396187437e+00
2.363741608116293413e+00,1.543689502426152105e+00
2.402702498538331177e+00,1.482986812380805652e+00
2.442305570397318437e+00,1.424615849430187708e+00
2.482561408589891716e+00,1.368489656255243769e+00
2.523480772480570788e+00,1.314524379175706859e+00
2.565074598777471238e+00,1.262639179459945193e+00
2.607354004455388452e+00,1.212756134943339337e+00
2.650330289727111488e+00,1.164800139583757055e+00
2.694014941063665791e+00,1.118698806268721091e+00
2.738419634264357416e+00,1.074382372777857642e+00
2.783556237577421655e+00,1.031783610806575435e+00
2.829436814872107409e+00,9.908377379595734169e-01
2.876073628863024645e+00,9.514823326249604030e-01
2.923479144387686190e+00,9.136572516422594159e-01
2.971666031738021907e+00,8.773045506797974014e-01
3.020647170046832919e+00,8.423684072392848554e-01
3.070435650730063415e+00,8.087950456345013306e-01
3.121044780985779088e+00,7.765326516988069194e-01
3.172488087350878505e+00,7.455313052341348001e-01
3.224779319316371851e+00,7.157429282989823394e-01
3.277932453002275093e+00,6.871212205146162155e-01
3.331961694893081027e+00,6.596215958179807437e-01
3.386881485634763767e+00,6.332011213570341024e-01
3.442706503894437997e+00,6.078184584605921259e-01
3.499451670283567406e+00,5.834338056166210595e-01
3.557132151345872462e+00,5.600088433949330646e-01
3.615763363610970060e+00,5.375066812520599147e-01
3.675360977714793531e+00,5.158918061578667835e-01
3.735940922587995150e+00,4.951300329853314808e-01
3.797519389713322369e+00,4.751884566065565085e-01
3.860112837453192558e+00,4.560354044657519701e-01
3.923737995448606242e+00,4.376403880585471029e-01
3.988411869090524142e+00,4.199740644216280461e-01
4.054151744065024765e+00,4.030081961060680285e-01
4.120975190973295454e+00,3.867156108921745439e-01
4.188900070027820277e+00,3.710701629120108924e-01
4.257944535825965993e+00,3.560466951331650587e-01
4.328127042202216224e+00,3.416210031585802942e-01
4.399466347160459812e+00,3.277698002986985659e-01
4.471981517887499535e+00,3.144706838734525611e-01
4.545691935849232479e+00,3.017021027030387659e-01
4.620617301970836976e+00,2.894433257476170529e-01
4.696777641902291300e+00,2.776744118573820641e-01
4.774193311370773074e+00,2.663761805196948607e-01
4.852885001621204175e+00,2.555301813104867703e-01
4.932873744946490113e+00,2.451186667205166869e-01
5.014180920308938916e+00,2.351245691871028942e-01
5.096828259054272614e+00,2.255314759723281437e-01
5.180837850719923310e+00,2.163236047477371526e-01
5.266232148938966517e+00,2.074857800579445188e-01
5.353033977441420177e+00,1.990034106328738006e-01
5.441266536154453881e+00,1.908624675193322795e-01
5.530953407403108812e+00,1.830494630036031689e-01
5.622118562213306525e+00,1.755514302976397822e-01
5.714786366718661803e+00,1.683559039623526155e-01
5.808981588672942564e+00,1.614509010423552937e-01
5.904729404069865240e+00,1.548249028873689148e-01
6.002055403871969119e+00,1.484668372725239660e-01
6.100985600850483692e+00,1.423660600187508507e-01
6.201546436537846319e+00,1.365123403367337618e-01
6.303764788294863308e+00,1.308958458635925137e-01
6.407667976494358264e+00,1.255071275288577870e-01
6.513283771823164869e+00,1.203371049776793683e-01
6.620640402704602856e+00,1.153770525320969714e-01
6.729766562843169098e+00,1.106185856712184334e-01
6.840691418893647402e+00,1.060536480118197816e-01
6.953444618256630960e+00,1.016744987714943566e-01
7.068056297002472732e+00,9.747370069709607177e-02
7.184557087925961483e+00,9.344410844181331999e-02
7.302978128733644603e+00,8.957885737476975474e-02
7.423351070366160265e+00,8.587135279445695657e-02
7.545708085457739855e+00,8.231525896093250250e-02
7.670081876935094023e+00,7.890448898806660949e-02
7.796505686758144371e+00,7.563319613649632789e-02
7.925013304804706671e+00,7.249576461095538771e-02
8.055639077901686207e+00,6.948680063376262706e-02
8.188417919005118506e+00,6.660112385455770057e-02
8.323385316531469513e+00,6.383375908401037191e-02
8.460577343842869524e+00,6.117992833966158506e-02
8.600030668888546614e+00,5.863504319244916552e-02
8.741782564005267986e+00,5.619469740291001963e-02
8.885870915879273468e+00,5.385465983640699839e-02
9.032334235672454525e+00,5.161086764712384534e-02
9.181211669315334944e+00,4.945941972093326894e-02
9.332543007969899662e+00,4.739657031451212366e-02
9.486368698664675136e+00,4.541872271401186517e-02
9.642729855105232062e+00,4.352242365902664334e-02
9.801668268662835359e+00,4.170435787389872168e-02
9.963226419544168877e+00,3.996134266045625605e-02
1.012744748814529849e+01,3.829032269747605077e-02
1.029437536659264296e+01,3.668836503957330353e-02
1.046405467047424054e+01,3.515265430806936708e-02
1.063653075076437737e+01,3.368048806666677775e-02
1.081184970594468453e+01,3.226927237501259205e-02
1.099005839432519771e+01,3.091651751348730576e-02
1.117120444656832845e+01,2.961983387279531685e-02
1.135533627841934923e+01,2.837692800216852843e-02
1.154250310364670540e+01,2.718559880767279502e-02
1.173275494719553969e+01,2.604373372465016573e-02
1.192614265855819866e+01,2.494930513097902078e-02
1.212271792536494885e+01,2.390036727518465159e-02
1.232253328719876961e+01,2.289505305465470986e-02
1.252564214963788913e+01,2.193157088995229681e-02
1.273209879852964477e+01,2.100820172093767479e-02
1.294195841449984563e+01,2.012329612006070675e-02
1.315527708770106941e+01,1.927527151835534483e-02
1.337211183280416016e+01,1.846260953983539649e-02
1.359252060423682096e+01,1.768385344014828178e-02
1.381656231167326965e+01,1.693760564550015127e-02
1.404429683577945731e+01,1.622252538801316132e-02
1.427578504421753181e+01,1.553732643381801684e-02
1.451108880791426436e+01,1.488077488777724867e-02
1.475027101759758530e+01,1.425168701591716762e-02
1.499339560060560217e+01,1.364892729862354423e-02
1.524052753797289483e+01,1.307140654404908772e-02
1.549173288179818897e+01,1.251808002689872544e-02
1.574707877289844937e+01,1.198794570041131734e-02
1.600663345875393162e+01,1.148004247899653101e-02
1.627046631174890123e+01,1.099344858879058515e-02
1.653864784771326413e+01,1.052727998349789820e-02
1.681124974476957235e+01,1.008068882298523115e-02
1.708834486249076789e+01,9.652862012191534141e-03
1.737000726137375395e+01,9.243019798008731899e-03
1.765631222263375477e+01,8.850414421877514717e-03
1.794733626832524465e+01,8.474328825629959955e-03
1.824315718179425971e+01,8.114075374656410169e-03
1.854385402846792275e+01,7.768994640904572889e-03
1.884950717698665557e+01,7.438454325456237207e-03
1.916019832068456452e+01,7.121848165368397862e-03
1.947601049942418427e+01,6.818594876063148111e-03
1.979702812179079885e+01,6.528137136021494244e-03
2.012333698765273127e+01,6.249940612118593496e-03
2.045502431109353125e+01,5.983493024001656016e-03
2.079217874372195141e+01,5.728303245973688160e-03
2.113489039836644423e+01,5.483900444905076207e-03
2.148325087315993898e+01,5.249833252752774196e-03
2.183735327602171239e+01,5.025668972321067907e-03
2.219729224954281221e+01,4.810992814951307872e-03
2.256316399628148517e+01,4.605407163277464196e-03
2.293506630447588535e+01,4.408530824113112735e-03
2.331309857418025189e+01,4.219998387265904219e-03
2.369736184383206279e+01,4.039459609663593499e-03
2.408795881725708554e+01,3.866578793604159674e-03
2.448499389111932700e+01,3.701034189843888621e-03
2.488857318282388320e+01,3.542517424858339283e-03
2.529880455887924739e+01,3.390732951312131101e-03
2.571579766372734355e+01,3.245397520810573179e-03
2.613966394904874235e+01,3.106239678042983961e-03
2.657051670355068751e+01,2.972999275462430684e-03
2.700847108324659018e+01,2.845427007680119327e-03
2.745364414223407579e+01,2.723283964785194397e-03
2.790615486398068867e+01,2.606341203794597383e-03
2.836612419312514533e+01,2.494379329281495861e-03
2.883367506780259504e+01,2.387188090611345407e-03
2.930893245250317847e+01,2.284566022437437352e-03
2.979202337147163959e+01,2.186320084213048270e-03
3.028307694265773975e+01,2.092265311669276161e-03
3.078222441222623473e+01,2.002224482540313627e-03
3.128959918963568043e+01,1.916027795961513765e-03
3.180533688329517616e+01,1.833512564988062227e-03
3.232957533680937701e+01,1.754522921704367890e-03
3.286245466582039398e+01,1.678909534415181726e-03
3.340411729545720476e+01,1.606529336429861170e-03
3.395470799840230569e+01,1.537245265970544218e-03
3.451437393358558836e+01,1.470926016753870214e-03
3.508326468551650379e+01,1.407445796984586189e-03
3.566153230426398579e+01,1.346684081570216412e-03
3.624933134609563723e+01,1.288525403486915754e-03
3.684681891478679461e+01,1.232859157303095674e-03
3.745415470361005816e+01,1.179579396608269925e-03
3.807150103801769347e+01,1.128584639570327439e-03
3.869902291902683089e+01,1.079777682528092935e-03
3.933688806732012466e+01,1.033065421290602992e-03
3.998526696807329728e+01,9.883586798277814705e-04
4.064433291652123614e+01,9.455720460500395335e-04
4.131426206427582315e+01,9.046237143864416198e-04
4.199523346640651056e+01,8.654353348829873453e-04
4.268742912929728561e+01,8.279318685536559298e-04
4.339103405929240864e+01,7.920414487190560000e-04
4.410623631214364337e+01,7.576952430896553544e-04
4.483322704327324715e+01,7.248273193659921388e-04
4.557220055886462262e+01,6.933745361427627466e-04
4.632335436779554527e+01,6.632764279599754785e-04
4.708688923442733909e+01,6.344750927983808632e-04
4.786300923226379211e+01,6.069150842664108782e-04
4.865192179849529452e+01,5.805433082846308841e-04
4.945383778944123065e+01,5.553089240816443378e-04
5.026897153690660502e+01,5.311632493230227002e-04
5.109754090546755378e+01,5.080596692021533767e-04
5.193976735070071271e+01,4.859535493289461150e-04
5.279587597837318924e+01,4.648021522590395772e-04
5.366609560460726414e+01,4.445645575126209699e-04
5.455065881703722397e+01,4.252015843007504671e-04
5.544980203697423349e+01,4.066757099389264451e-04
5.636376558259538427e+01,3.889510034843169576e-04
5.729279373317524460e+01,3.719930655691366418e-04
5.823713479437503793e+01,3.557689637072644477e-04
5.919704116460864896e+01,3.402471701490095298e-04
6.017276940250238937e+01,3.253975023525789703e-04
6.116458029546615904e+01,3.111910659626819812e-04
6.217273892939596180e+01,2.976002001913144500e-04
6.319751475952425324e+01,2.845984255000771229e-04
6.423918168243852733e+01,2.721603934876307943e-04
6.529801810928708505e+01,2.602618388898629781e-04
6.637430704019082839e+01,2.488795336042236598e-04
6.746833613988263778e+01,2.379912426522705696e-04
6.858039781459250150e+01,2.275756791833123086e-04
6.971078929020028170e+01,2.176124588292159437e-04
7.085981269167687913e+01,2.080820693963442798e-04
7.202777512383400449e+01,1.989658354993008240e-04
7.321498875340633106e+01,1.902458828425472148e-04
7.442177089248517063e+01,1.819051040211582242e-04
7.564844408332804448e+01,1.739271257762589455e-04
7.689533618456634656e+01,1.662962776434285064e-04
7.816278045883289849e+01,1.589975619349462161e-04
7.945111566183558693e+01,1.520166249992915949e-04
8.076068613289744746e+01,1.453397297036884228e-04
8.209184188699016715e+01,1.389537290877843230e-04
8.344493870828421223e+01,1.328460411387595759e-04
8.482033824524035026e+01,1.270046243627868195e-04
8.621840810727003657e+01,1.214179500853496878e-04
8.763952196298747310e+01,1.160749819463293835e-04
8.908405964008188960e+01,1.109651593250872003e-04
9.055240722683601007e+01,1.060783770366605154e-04
9.204495717531705168e+01,1.014049657459896957e-04
9.356210840627015557e+01,9.693567322378507508e-05
9.510426641573907602e+01,9.266164640781452224e-05
9.667184338344526395e+01,8.857441423496234035e-05
9.826525828295295639e+01,8.466587121090623613e-05
9.988493699365044165e+01,8.092826168568432012e-05
1.015313124145760071e+02,7.735416480480050824e-05
1.032048245801220503e+02,7.393648010681852327e-05
1.049059207776442975e+02,7.066841373964114804e-05
1.066350556670106329e+02,6.754346395321440236e-05
1.083926914021202634e+02,6.455540528619708020e-05
1.101792977544250789e+02,6.169828096745518474e-05
1.119953522384886497e+02,5.896639249179589764e-05
1.138413402396130607e+02,5.635428842716191098e-05
1.157177551435704146e+02,5.385675370827306747e-05
1.176250984684722312e+02,5.146879939544319444e-05
1.195638799988120127e+02,4.918565287824672232e-05
1.215346179217187768e+02,4.700274850460115661e-05
1.235378389654544975e+02,4.491571861669004542e-05
1.255740785401955293e+02,4.292038497596744137e-05
1.276438808811342938e+02,4.101275056026675606e-05
1.297477991939386754e+02,3.918899171678429360e-05
1.318863958026111334e+02,3.744545055262503262e-05
1.340602422997830274e+02,3.577862552090544030e-05
1.362699196994866497e+02,3.418516502162526971e-05
1.385160185924460734e+02,3.266186339270978902e-05
1.407991393039260117e+02,3.120565465110432566e-05
1.431198920541849873e+02,2.981360639490214726e-05
1.454788971215707818e+02,2.848291397343294336e-05
1.478767850083052906e+02,2.721089491340967202e-05
1.503141966090021242e+02,2.599498358976713806e-05
1.527917833819603572e+02,2.483272613033801949e-05
1.553102075232844470e+02,2.372177554400128140e-05
1.578701421438713055e+02,2.265988706240146350e-05
1.604722714493162243e+02,2.164491368578424287e-05
1.631172909227837238e+02,2.067480192391735205e-05
1.658059075108915579e+02,1.974758731422712762e-05
1.685388398126613936e+02,1.886138926087739141e-05
1.713168182715807291e+02,1.801440889885228512e-05
1.741405853708324685e+02,1.720492604163978361e-05
1.770108958317419763e+02,1.643129572789583473e-05
1.799285168154937651e+02,1.569194492110787076e-05
1.828942281281759676e+02,1.498536935540335670e-05
1.859088224292018197e+02,1.431013052093593770e-05
1.889731054431672987e+02,1.366485278258408285e-05
1.920878961752014789e+02,1.304822062598366998e-05
1.952540271298644257e+02,1.245897602518733427e-05
1.984723445336565248e+02,1.189591592650638453e-05
2.017437085611921077e+02,1.135788984333661410e-05
2.050689935651024882e+02,1.084379754891005669e-05
2.084490883097287792e+02,1.035258663992105020e-05
2.118848962086644576e+02,9.883250446884790199e-06
2.153773355662173117e+02,9.434826337224163034e-06
2.189273398228471308e+02,9.006393803053548087e-06
2.225358578046511866e+02,8.597072615483200642e-06
2.262038539769618808e+02,8.206021060450772753e-06
2.299323087021221568e+02,7.832434252426519116e-06
2.337222185015137086e+02,7.475542522507799348e-06
2.375745963219006569e+02,7.134609877575062093e-06
2.414904718061646633e+02,6.808932527334848303e-06
2.454708915685028785e+02,6.497837476218917213e-06
2.495169194741595788e+02,6.200681177246437879e-06
2.536296369237729493e+02,5.916848245088060331e-06
2.578101431424045131e+02,5.645750415248829088e-06
2.620595554733342851e+02,5.386826106212053294e-06
2.663790096766987858e+02,5.139538463543363972e-06
2.707696602330493647e+02,4.903373947773290230e-06
2.752326806519179172e+02,4.677841333669872866e-06
2.797692637854646591e+02,4.462470752333823987e-06
2.843806221472976290e+02,4.256812774081286804e-06
2.890679882365473645e+02,4.060437530384140130e-06
2.938326148672805971e+02,3.872933873210591197e-06
2.986757755033486319e+02,3.693908570179963024e-06
3.035987645987499945e+02,3.522985534012279671e-06
3.086028979436058535e+02,3.359805084817880001e-06
3.136895130158368943e+02,3.204023243834325208e-06
3.188599693386383365e+02,3.055311086557217636e-06
3.241156488438432461e+02,2.913355313353058077e-06
3.294579562412816927e+02,2.777857795362436944e-06
3.348883193942212984e+02,2.648533165502772559e-06
3.404081897010000830e+02,2.525108173501056914e-06
3.460190424829484073e+02,2.407321199022944158e-06
3.517223773787029586e+02,2.294921782862366643e-06
3.575197187450253864e+02,2.187670175601700601e-06
3.634126160642223340e+02,2.085336903167639996e-06
3.694026443582826005e+02,1.987702348722833444e-06
3.754914046098419931e+02,1.894556350347944287e-06
3.816805241900822239e+02,1.805697813983446899e-06
3.879716572936900434e+02,1.720934341114777268e-06
3.943664853809790998e+02,1.640081870698478046e-06
4.008667176273019095e+02,1.562964772130213118e-06
4.074740913798701172e+02,1.489417642023620071e-06
4.141903726221002557e+02,1.419282836882243794e-06
4.210173564456208624e+02,1.352409062377964111e-06
4.279568675300519089e+02,1.288651159039627600e-06
4.350107606306959838e+02,1.227869894610498555e-06
4.421809210742683263e+02,1.169931760573913764e-06
4.494692652627938401e+02,1.114708772977729442e-06
4.568777411858169444e+02,1.062078277667133779e-06
4.644083289410472162e+02,1.011922760015325557e-06
4.720630412635894686e+02,9.641296592233341318e-07
4.798439240638983847e+02,9.185911872428839314e-07
4.877530569745943012e+02,8.752041523603502906e-07
4.957925539063022029e+02,8.338698063742080647e-07
5.039645636126419959e+02,7.944948555800827301e-07
5.122712702645376339e+02,7.569917133797242591e-07
5.207148940339910723e+02,7.212763394844392307e-07
5.292976916874742983e+02,6.872679643151162795e-07
5.380219571891113901e+02,6.548890043196955361e-07
5.468900223137932244e+02,6.240649758549146802e-07
5.559042572704023542e+02,5.947244080347797253e-07
5.650670713353114252e+02,5.667987549153269371e-07
5.743809134963170209e+02,5.402223073538915898e-07
5.838482731071983380e+02,5.149321048512709988e-07
5.934716805530541706e+02,4.908678476567824381e-07
6.032537079266115825e+02,4.679718093894231049e-07
6.131969697156822576e+02,4.461887504029663085e-07
6.233041235019444457e+02,4.254659714601857015e-07
6.335778706712537769e+02,4.057540770438922510e-07
6.440209571356505194e+02,3.870061397760788429e-07
6.546361740672734868e+02,3.691771197469244054e-07
6.654263586443709073e+02,3.522238148969653061e-07
6.763943948096010672e+02,3.361048125486136949e-07
6.875432140408445321e+02,3.207804397021068760e-07
6.988757961347089349e+02,3.062127124070004739e-07
7.103951700029541598e+02,2.923652844931169151e-07
7.221044144820449446e+02,2.792033959188957972e-07
7.340066591560408824e+02,2.666938209705789507e-07
7.461050851930619956e+02,2.548048165225611795e-07
7.584029261955298580e+02,2.435060705474111086e-07
7.709034690644284638e+02,2.327686462436137408e-07
7.836100548778102848e+02,2.225644412511802274e-07
7.965260797837776181e+02,2.128658279975757188e-07
8.096549959081936549e+02,2.036465462103796291e-07
8.230003122773433688e+02,1.948817365000174780e-07
8.365655957558084310e+02,1.865478653689094215e-07
8.503544719998011487e+02,1.786226541721950877e-07
8.643706264262049217e+02,1.710850118306993064e-07
8.786178051976006600e+02,1.639149711060349953e-07
8.930998162235176778e+02,1.570936282565833172e-07
9.078205301781854359e+02,1.506030859016074977e-07
9.227838815350771711e+02,1.444263989289495699e-07
9.379938696184877926e+02,1.385475232895846508e-07
9.534545596724539109e+02,1.329512675298601892e-07
9.691700839472891857e+02,1.276234532627162480e-07
9.851446428040327419e+02,1.225524585416100635e-07
1.001382505837096346e+03,1.177280131811980702e-07
1.017888013015419460e+03,1.131401131899446426e-07
1.034665575842433782e+03,1.087790264607053220e-07
1.051719678535149569e+03,1.046353059274899118e-07
1.069054879222657519e+03,1.006998000676983250e-07
1.086675811164423976e+03,9.696366100562093220e-08
1.104587183988628567e+03,9.341835046107911138e-08
1.122793784950932604e+03,9.005564377473129804e-08
1.141300480213990340e+03,8.686763222896112776e-08
1.160112216148051175e+03,8.384672387059004263e-08
1.179234020652999334e+03,8.098564302909531380e-08
1.198671004502183223e+03,7.827742701659854419e-08
1.218428362708396435e+03,7.571509622164114347e-08
1.238511375912375570e+03,7.329131953340227963e-08
1.258925411794166848e+03,7.099910413199063558e-08
