k,P(k)
4.738053933388251121e-03,2.560582844408404981e+03
4.816149948400467139e-03,2.590413683918104198e+03
4.895533198139541756e-03,2.620387886131818959e+03
4.976224899734694312e-03,2.650499198113425791e+03
5.058246620031137293e-03,2.680741056569126158e+03
5.141620281354353401e-03,2.711106675866203659e+03
5.226368167369365228e-03,2.741589048571355761e+03
5.312512929036601259e-03,2.772180944350834125e+03
5.400077590665925548e-03,2.802874896974492458e+03
5.489085556070446952e-03,2.833663017594045414e+03
5.579560614821762847e-03,2.864537021235810698e+03
5.671526948608316548e-03,2.895488376485696790e+03
5.765009137698546768e-03,2.926508309730007568e+03
5.860032167510555168e-03,2.957587805111693342e+03
5.956621435290104793e-03,2.988717593324218797e+03
6.054802756898620790e-03,3.019887917780080443e+03
6.154602373713156244e-03,3.051088533180631202e+03
6.256046959640023178e-03,3.082308924266974827e+03
6.359163628244041133e-03,3.113538316239690175e+03
6.463979939995341019e-03,3.144765676255218295e+03
6.570523909635536154e-03,3.175979707903949929e+03
6.678824013665389872e-03,3.207168645698015553e+03
6.788909197955847116e-03,3.238320218823625964e+03
6.900808885484514300e-03,3.269421876333034106e+03
7.014552984199712467e-03,3.300460803169397877e+03
7.130171895014070053e-03,3.331423923802911759e+03
7.247696519929952910e-03,3.362297898546483339e+03
7.367158270298776804e-03,3.393068812636573966e+03
7.488589075216433265e-03,3.423722057064471755e+03
7.612021390057184533e-03,3.454242723022712653e+03
7.737488205148097126e-03,3.484615637470758884e+03
7.865023054586577078e-03,3.514825369694754500e+03
7.994660025203159659e-03,3.544856233345270994e+03
8.126433765672029866e-03,3.574691976882918880e+03
8.260379495771786457e-03,3.604315589356317105e+03
8.396533015798741950e-03,3.633709760361389272e+03
8.534930716135480377e-03,3.662856934131770231e+03
8.675609586977058030e-03,3.691739319952145706e+03
8.818607228217530819e-03,3.720338899781541841e+03
8.963961859499491869e-03,3.748637072206984158e+03
9.111712330429190196e-03,3.776614322191996052e+03
9.261898130960021652e-03,3.804250838199964164e+03
9.414559401947250952e-03,3.831526602673307934e+03
9.569736945876570339e-03,3.858421407475500928e+03
9.727472237769643412e-03,3.884914868105551705e+03
9.887807436269279576e-03,3.910986010551437175e+03
1.005078539490736333e-02,3.936612734880938660e+03
1.021644967355856727e-02,3.961772650612233065e+03
1.038484455008273355e-02,3.986443227787220167e+03
1.055601503215928584e-02,4.010601818963324604e+03
1.073000686931661202e-02,4.034225681468358744e+03
1.090686656515972228e-02,4.057291629298269072e+03
1.108664138979956020e-02,4.079775415626998438e+03
1.126937939248701809e-02,4.101652575363063079e+03
1.145512941445534644e-02,4.122898618254636858e+03
1.164394110197416489e-02,4.143489058535985350e+03
1.183586491961859978e-02,4.163399445396622468e+03
1.203095216375727264e-02,4.182604952570008209e+03
1.222925497626243044e-02,4.201079407983569581e+03
1.243082635844621441e-02,4.218796449162816316e+03
1.263572018522654029e-02,4.235729847545839220e+03
1.284399121952645856e-02,4.251853547617460208e+03
1.305569512691099124e-02,4.267141707016203327e+03
1.327088849046500173e-02,4.281568400181828110e+03
1.348962882591652444e-02,4.295106668842525323e+03
1.371197459700922855e-02,4.307729549411212247e+03
1.393798523112823283e-02,4.319410441418954179e+03
1.416772113518365017e-02,4.330123156121959255e+03
1.440124371175569712e-02,4.339841965897418049e+03
1.463861537550616675e-02,4.348541348011401169e+03
1.487989956986021482e-02,4.356194885318977867e+03
1.512516078396316035e-02,4.362776332597352848e+03
1.537446456991687672e-02,4.368260101267194841e+03
1.562787756030011369e-02,4.372621317017069487e+03
1.588546748597777572e-02,4.375835877731466098e+03
1.614730319420363408e-02,4.377880340973249076e+03
1.641345466702139738e-02,4.378731170923489117e+03
1.668399303996924432e-02,4.378365428874167264e+03
1.695899062109247624e-02,4.376761184801233867e+03
1.723852091026959604e-02,4.373897579701699215e+03
1.752265861885708015e-02,4.369754887054631581e+03
1.781147968965767284e-02,4.364314525075064012e+03
1.810506131721811157e-02,4.357558825284260820e+03
1.840348196846119597e-02,4.349471289033098401e+03
1.870682140365799093e-02,4.340036792605213122e+03
1.901516069774581222e-02,4.329241645772477568e+03
1.932858226199737559e-02,4.317073648181053613e+03
1.964716986604735788e-02,4.303522269227725701e+03
1.997100866028184499e-02,4.288579651189013020e+03
2.030018519859682485e-02,4.272240113811915762e+03
2.063478746153196014e-02,4.254499644523512870e+03
2.097490487978541374e-02,4.235355933225264380e+03
2.132062835811654455e-02,4.214808408628675352e+03
2.167205029964237167e-02,4.192858555759053161e+03
2.202926463053454798e-02,4.169512689923231846e+03
2.239236682512355317e-02,4.144780709200483216e+03
2.276145393141642756e-02,4.118674252129697379e+03
2.313662459703536706e-02,4.091206673457486431e+03
2.351797909558367775e-02,4.062393042589977995e+03
2.390561935344629949e-02,4.032250565420285966e+03
2.429964897703229196e-02,4.000803882497428276e+03
2.470017328046603816e-02,3.968083225137904719e+03
2.510729931373516591e-02,3.934120222815028228e+03
2.552113589130226498e-02,3.898947758669172799e+03
2.594179362118812296e-02,3.862599915418309592e+03
2.636938493453465371e-02,3.825112419354656140e+03
2.680402411565464826e-02,3.786530728948740034e+03
2.724582733257729233e-02,3.746908246206485728e+03
2.769491266809681260e-02,3.706298841277456631e+03
2.815140015133298437e-02,3.664756507179349683e+03
2.861541178981201125e-02,3.622335257712510611e+03
2.908707160207584658e-02,3.579089546079486809e+03
2.956650565082939719e-02,3.535085505682355233e+03
3.005384207663381810e-02,3.490400170358459945e+03
3.054921113215511644e-02,3.445109466340084509e+03
3.105274521697756404e-02,3.399287551113892277e+03
3.156457891299069285e-02,3.353006702219195631e+03
3.208484902035950437e-02,3.306337573897467792e+03
3.261369459408788862e-02,3.259359967420074099e+03
3.315125698118428360e-02,3.212164017630450417e+03
3.369767985844032698e-02,3.164836953999481466e+03
3.425310927083195789e-02,3.117462244558682414e+03
3.481769367055340819e-02,3.070119559197847593e+03
3.539158395669497054e-02,3.022885077225809709e+03
3.597493351557420893e-02,2.975846025294283663e+03
3.656789826173246355e-02,2.929105446112709615e+03
3.717063667960675971e-02,2.882761899209009243e+03
3.778330986588858409e-02,2.836907953766315131e+03
3.840608157258117161e-02,2.791630327796277470e+03
3.903911825076598202e-02,2.747009932819273217e+03
3.968258909509112670e-02,2.703113372797874945e+03
4.033666608899265371e-02,2.659988094859909324e+03
4.100152405066129907e-02,2.617676615825597310e+03
4.167734067976716639e-02,2.576218120905475189e+03
4.236429660495408950e-02,2.535648633894713385e+03
4.306257543211729211e-02,2.496001367497073261e+03
4.377236379347654999e-02,2.457329147018837830e+03
4.449385139745804657e-02,2.419724497236034040e+03
4.522723107939898707e-02,2.383278627564977342e+03
4.597269885308719745e-02,2.348076568586483063e+03
4.673045396315096689e-02,2.314197722162912669e+03
4.750069893831193601e-02,2.281714245734121050e+03
4.828363964551579679e-02,2.250616141564229110e+03
4.907948534495557708e-02,2.220797426319980787e+03
4.988844874600120022e-02,2.192151501556003495e+03
5.071074606405169549e-02,2.164577062038586519e+03
5.154659707832388860e-02,2.137977692599347392e+03
5.239622519059372596e-02,2.112271864159886263e+03
5.325985748490616456e-02,2.087413021019984626e+03
5.413772478826864992e-02,2.063362487238840004e+03
5.503006173234565451e-02,2.040083204827349618e+03
5.593710681616961833e-02,2.017539466026726132e+03
5.685910246988549327e-02,1.995657471197055884e+03
5.779629511954655074e-02,1.974277913810616610e+03
5.874893525297764096e-02,1.953236042869737275e+03
5.971727748672404218e-02,1.932373915353062102e+03
6.070158063410440591e-02,1.911539649130971156e+03
6.170210777438456945e-02,1.890581562190688146e+03
6.271912632309231683e-02,1.869350732493630858e+03
6.375290810349064363e-02,1.847705368217918476e+03
6.480372941922903085e-02,1.825510719717291977e+03
6.587187112819280210e-02,1.802626882342008003e+03
6.695761871756883421e-02,1.778907991681512613e+03
6.806126238014950647e-02,1.754217778924397862e+03
6.918309709189361667e-02,1.728432153652530587e+03
7.032342269076585772e-02,1.701460854841539231e+03
7.148254395687630991e-02,1.673246887176821474e+03
7.266077069393993282e-02,1.643744920767871236e+03
7.385841781207963530e-02,1.612927111541034719e+03
7.507580541199368462e-02,1.580824490421827932e+03
7.631325887051020052e-02,1.547497470264310323e+03
7.757110892755265941e-02,1.513012632029807946e+03
7.884969177453769740e-02,1.477475613943023973e+03
8.014934914423106627e-02,1.441051139976397280e+03
8.147042840208391923e-02,1.403904775194396734e+03
8.281328263907457299e-02,1.366209418404434018e+03
8.417827076608125347e-02,1.328185041241394856e+03
8.556575760980927869e-02,1.290050423925749556e+03
8.697611401030057310e-02,1.252016161762083129e+03
8.840971692004952198e-02,1.214332320447508891e+03
8.986694950475256072e-02,1.177245417857406437e+03
9.134820124571924049e-02,1.140984793757384523e+03
9.285386804397005589e-02,1.105815196675817106e+03
9.438435232605131564e-02,1.071990567458502483e+03
9.594006315159328557e-02,1.039730931564678258e+03
9.752141632264119120e-02,1.009225659100640883e+03
9.912883449478913922e-02,9.806373475721454724e+02
1.007627472901448940e-01,9.541065769996419021e+02
1.024235914121567476e-01,9.297252711312124802e+02
1.041118107623339034e-01,9.074626881158674223e+02
1.058278565588893910e-01,8.872661941489328683e+02
1.075721874573397491e-01,8.690661033572355336e+02
1.093452696730919382e-01,8.526647962851449165e+02
1.111475771060505408e-01,8.378342424138432989e+02
1.129795914672797469e-01,8.243502612064362438e+02
1.148418024077518390e-01,8.119197518546305901e+02
1.167347076492191577e-01,8.002383331460089266e+02
1.186588131172421623e-01,7.890080814411332994e+02
1.206146330764102520e-01,7.779051868134423557e+02
1.226026902677922886e-01,7.666139098043486229e+02
1.246235160486512811e-01,7.548364048006717439e+02
1.266776505344633652e-01,7.422935967605632186e+02
1.287656427432766759e-01,7.287342833873813106e+02
1.308880507424496631e-01,7.139932308009838380e+02
1.330454417978090553e-01,6.979660720097068634e+02
1.352383925252647889e-01,6.806201795374144012e+02
1.374674890449255615e-01,6.620553764743191323e+02
1.397333271377535213e-01,6.424077699162887711e+02
1.420365124048010852e-01,6.219160073380257927e+02
1.443776604290735732e-01,6.008560097452906348e+02
1.467573969400579881e-01,5.795438163818314479e+02
1.491763579809653462e-01,5.583303277083439298e+02
1.516351900787288043e-01,5.375625729849331265e+02
1.541345504168032676e-01,5.176126117376559250e+02
1.566751070108148847e-01,4.988084123461772492e+02
1.592575388871035336e-01,4.814351888774052668e+02
1.618825362642105081e-01,4.657089913025801025e+02
1.645508007373557013e-01,4.517043625547523220e+02
1.672630454659559951e-01,4.394216547933197603e+02
1.700199953642357320e-01,4.287057059311238731e+02
1.728223872949765094e-01,4.193500040041848251e+02
1.756709702664631667e-01,4.110640133896819179e+02
1.785665056326741218e-01,4.035386319733423761e+02
1.815097672967715681e-01,3.964346253719469360e+02
1.845015419179471539e-01,3.894102842042542534e+02
1.875426291216754360e-01,3.821200867522959470e+02
1.906338417134330054e-01,3.742618511789221998e+02
1.937760058959421272e-01,3.655940031470267968e+02
1.969699614899922124e-01,3.560096823191515796e+02
2.002165621589038214e-01,3.455191110695579937e+02
2.035166756366908469e-01,3.342804529930576791e+02
2.068711839599831348e-01,3.225389264779124687e+02
2.102809837037739327e-01,3.105988050369339248e+02
2.137469862210499005e-01,2.987884285731712453e+02
2.172701178863742089e-01,2.874222875095333620e+02
2.208513203434822603e-01,2.767813886237346424e+02
2.244915507569588131e-01,2.670721440000750704e+02
2.281917820680646469e-01,2.584067545075125736e+02
2.319530032547782172e-01,2.507909410666840131e+02
2.357762195961251583e-01,2.441238390566400085e+02
2.396624529408636628e-01,2.382222841151440207e+02
2.436127419805980132e-01,2.328360793863718072e+02
2.476281425273957337e-01,2.276671995388640255e+02
2.517097277959780555e-01,2.224170014638230271e+02
2.558585886905642703e-01,2.168463883823538936e+02
2.600758340964421933e-01,2.108248118306861727e+02
2.643625911763441971e-01,2.043515854234679807e+02
2.687200056717111707e-01,1.975268463047658258e+02
2.731492422089180638e-01,1.905110627112507586e+02
2.776514846105506140e-01,1.835028169562228300e+02
2.822279362118104706e-01,1.767215237125412841e+02
2.868798201821353699e-01,1.703736939865186173e+02
2.916083798521231230e-01,1.645968283173174882e+02
2.964148790458402405e-01,1.594190323657577153e+02
3.013006024186121179e-01,1.547679279004945272e+02
3.062668558003768249e-01,1.505094683423274091e+02
3.113149665447020320e-01,1.464797273915480389e+02
3.164462838835520597e-01,1.425048551087345174e+02
3.216621792879035269e-01,1.384333786847764145e+02
3.269640468343052442e-01,1.341828747938211848e+02
3.323533035774773881e-01,1.297656500950059808e+02
3.378313899290577016e-01,1.252690242740950168e+02
3.433997700425845401e-01,1.208138135774599107e+02
3.490599322048287267e-01,1.165230337144575543e+02
3.548133892335754158e-01,1.124967187289891370e+02
3.606616788819594355e-01,1.087823154672337864e+02
3.666063642494714059e-01,1.053591843086948501e+02
3.726490341997321099e-01,1.021565537058708060e+02
3.787913037851561304e-01,9.908435298284578607e+01
3.850348146786148895e-01,9.605263243136488427e+01
3.913812356122117753e-01,9.299413008081225485e+01
3.978322628232955349e-01,8.989647983929737052e+01
4.043896205078191808e-01,8.680445003036734875e+01
4.110550612811743054e-01,8.377898585398398268e+01
4.178303666466217647e-01,8.087096095387853723e+01
4.247173474714386887e-01,7.812247760642200944e+01
4.317178444709224294e-01,7.554412338933805415e+01
4.388337287003641896e-01,7.309799448230458552e+01
4.460669020551347175e-01,7.073649107136444059e+01
4.534192977790139634e-01,6.842632542584037481e+01
4.608928809808950922e-01,6.613832921454485358e+01
4.684896491600126223e-01,6.387151587785797346e+01
4.762116327398202009e-01,6.165865115676046315e+01
4.840608956106725036e-01,5.952441796316600175e+01
4.920395356814509236e-01,5.748168367442816873e+01
5.001496854402784908e-01,5.553668734199712986e+01
5.083935125244852804e-01,5.367051910849703233e+01
5.167732202999582025e-01,5.185996033558938478e+01
5.252910484500474819e-01,5.009376908006925078e+01
5.339492735741765417e-01,4.836428546750392599e+01
5.427502097963166072e-01,4.668062462324434847e+01
5.516962093834981706e-01,4.505597947231432698e+01
5.607896633745091952e-01,4.349229038834734951e+01
5.700330022189599166e-01,4.199114982184419631e+01
5.794286964268809959e-01,4.054211769422968104e+01
5.889792572290248884e-01,3.913626880595392521e+01
5.986872372480592785e-01,3.777123802060806668e+01
6.085552311808150039e-01,3.644477704850274336e+01
6.185858764917838704e-01,3.516411491719156857e+01
6.287818541180462129e-01,3.392886438117242420e+01
6.391458891858138314e-01,3.273750233725782977e+01
6.496807517387935826e-01,3.158668692422923030e+01
6.603892574785447112e-01,3.047373343087567932e+01
6.712742685170467460e-01,2.939736245431537043e+01
6.823386941416695883e-01,2.835654361420748515e+01
6.935854915927478492e-01,2.735026588793215296e+01
7.050176668539833713e-01,2.637753779312533808e+01
7.166382754558636714e-01,2.543738753053075641e+01
7.284504232923290079e-01,2.452886308924742664e+01
7.404572674509001251e-01,2.365103231639931280e+01
7.526620170564823908e-01,2.280298295320962509e+01
7.650679341290919089e-01,2.198382263941176262e+01
7.776783344557048894e-01,2.119267888787562626e+01
7.904965884764848516e-01,2.042869903127412101e+01
8.035261221856159208e-01,1.969105014256561503e+01
8.167704180469856912e-01,1.897891664926122601e+01
8.302330159249533548e-01,1.829147578981722688e+01
8.439175140304749911e-01,1.762791088681436236e+01
8.578275698828072837e-01,1.698743054179093193e+01
8.719669012870723268e-01,1.636926824061211150e+01
8.863392873279334339e-01,1.577268161707877425e+01
9.009485693796424055e-01,1.519695173682101341e+01
9.157986521327504681e-01,1.464138240096613863e+01
9.308935046377281308e-01,1.410529946907986165e+01
9.462371613657913905e-01,1.358805020089172011e+01
9.618337232872172793e-01,1.308900261632750173e+01
9.776873589674206499e-01,1.260754487338025243e+01
9.938023056811169376e-01,1.214308466336468406e+01
1.010182870544831690e+00,1.169504862528614986e+01
1.026833431668084717e+00,1.126288336831795789e+01
1.043758439323549947e+00,1.084605735873463495e+01
1.060962417136492419e+00,1.044405620265258428e+01
1.078449963293830693e+00,1.005638138256644076e+01
1.096225751773107771e+00,9.682549828160006200e+00
1.114294533591728031e+00,9.322093496069992824e+00
1.132661138076786367e+00,8.974558958534226250e+00
1.151330474155816574e+00,8.639507000849402374e+00
1.170307531668834944e+00,8.316512227559035964e+00
1.189597382701990558e+00,8.005162677287170681e+00
1.209205182943206447e+00,7.705059446128754708e+00
1.229136173060167536e+00,7.415816319503704790e+00
1.249395680101008210e+00,7.137059412377478651e+00
1.269989118918110726e+00,6.868426765633484976e+00
1.290921993615349539e+00,6.609567294329626641e+00
1.312199899019200977e+00,6.360140757891985963e+00
1.333828522174099751e+00,6.119818072218360605e+00
