P_1h
2.033954087040497072e+00
2.033730649273159941e+00
2.033370940396542093e+00
2.032791933817514884e+00
2.031860148964526935e+00
2.030361201276873917e+00
2.027951309145461511e+00
2.024080598573707590e+00
2.017873179547078344e+00
2.007943180015602458e+00
1.992121682681281314e+00
1.967074907495380387e+00
1.927830604082852783e+00
1.867346368545447000e+00
1.776537314051429117e+00
1.645702183738100066e+00
1.468769770494267490e+00
1.250649566144323543e+00
1.011811055395204439e+00
7.760486639089718697e-01
5.497374163627234411e-01
3.507905687931899275e-01
2.157585115096265771e-01
1.299194220057941773e-01
7.488142576094419800e-02
4.139810047143759053e-02
2.247180888533895776e-02
1.186218522712628731e-02
6.226560999210909234e-03
3.107702389936534831e-03
