P_1h
3.523560438741252199e+01
3.523055325188555287e+01
3.522242151893306072e+01
3.520933227171324376e+01
3.518826804294428712e+01
3.515438250565388500e+01
3.509990436604151398e+01
3.501240393631256609e+01
3.487208305800263020e+01
3.464761871176878572e+01
3.428999596377711612e+01
3.372389046246389199e+01
3.283699363259039217e+01
3.147032370147444880e+01
2.941901942643572454e+01
2.646517082408838206e+01
2.247689956155375057e+01
1.759114717572455788e+01
1.238744408309117162e+01
7.782530946651210257e+00
4.517563486169038356e+00
2.691389890313649502e+00
1.772466456213931840e+00
1.145094868421111300e+00
6.992950808152970099e-01
4.252636079950421477e-01
2.528376172627808116e-01
1.511290342092413141e-01
9.131898640151188407e-02
5.560092498438682501e-02
