P_1h
2.033757305006656413e+00
2.033413808890272456e+00
2.032860822795914402e+00
2.031970714156094981e+00
2.030538297204296239e+00
2.028234039537609945e+00
2.024529560195945876e+00
2.018579849543704618e+00
2.009039239830761936e+00
1.993779475996645623e+00
1.969472326099374282e+00
1.931009213519798706e+00
1.870791809088209190e+00
1.778122660634060548e+00
1.639409007083070691e+00
1.440836560318739856e+00
1.176282609021546355e+00
8.621513647798382252e-01
5.509635396874683622e-01
3.146108491733938251e-01
1.794894915719664474e-01
1.032055343617482857e-01
5.540780896770822195e-02
2.901070386209874188e-02
1.408247894826114566e-02
5.834433218472516967e-03
2.042678952309365074e-03
8.873502480219470218e-04
9.204350838362462600e-04
4.141905740219439542e-04
