P_1h
3.523589215549468179e+01
3.523101660862110407e+01
3.522316757914461505e+01
3.521053345420629910e+01
3.519020182094384097e+01
3.515749525291774802e+01
3.510491374491364525e+01
3.502046267977048899e+01
3.488503988433689074e+01
3.466843119289920594e+01
3.432337662896280506e+01
3.377729920944811681e+01
3.292211366760817270e+01
3.160513112734142993e+01
2.963035848372313197e+01
2.679109277318928406e+01
2.296635005210193725e+01
1.829516853464264514e+01
1.333145743184979892e+01
8.910950131212414860e+00
5.634542308778125452e+00
3.507902964883515828e+00
2.174202267426836421e+00
1.349974637508046360e+00
8.455140681635489042e-01
5.077791659446500017e-01
2.927842955830144978e-01
1.724807429071104903e-01
1.005893807139892626e-01
5.975818428258249104e-02
