P_1h
3.523219843128034512e+01
3.522507025006538584e+01
3.521359628563735811e+01
3.519513127586067469e+01
3.516542647651517939e+01
3.511766829722749605e+01
3.504095743993789824e+01
3.491792983615255963e+01
3.472110467371116727e+01
3.440745798284829249e+01
3.391082241060753688e+01
3.313243651279848478e+01
3.193230801976485367e+01
3.012987106950519944e+01
2.753361318030102467e+01
2.403181173006796456e+01
1.976054617852810935e+01
1.524464864237709705e+01
1.118594482039739191e+01
7.837739989190658285e+00
5.126527829390584934e+00
3.255679498367113567e+00
2.037778050067190261e+00
1.296288754285197742e+00
8.262647641336158255e-01
5.156904103958031005e-01
3.113443531699012223e-01
1.894278816348351768e-01
1.107063571510442657e-01
6.597530243620654267e-02
