P_1h
2.034049460742985982e+00
2.033884195833638664e+00
2.033618112585314552e+00
2.033189743612228373e+00
2.032500202993960059e+00
2.031390498598731220e+00
2.029605233215087345e+00
2.026734759264837038e+00
2.022123594354853449e+00
2.014726961638794833e+00
2.002890053386824576e+00
1.984018641601844823e+00
1.954113865471779343e+00
1.907182596471797442e+00
1.834663682370427207e+00
1.725333616193642339e+00
1.566782488811304219e+00
1.350290060572849615e+00
1.080369875107469957e+00
7.850139575758260380e-01
5.128385720292523153e-01
3.075922111572846340e-01
1.817517165407956381e-01
1.126514322370666538e-01
6.715363476749151850e-02
3.625592368720435832e-02
1.912815304940799696e-02
9.947998969935485658e-03
5.128795150024386372e-03
2.690900085855164967e-03
