model,rho_0,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6,rho_7,rho_8,rho_9,rho_10,rho_11,rho_12,rho_13,rho_14,rho_15,rho_16,rho_17,rho_18,rho_19
0.000000000000000000e+00,1.702572147566325963e+06,1.714966735182368895e+06,1.197642928771423409e+06,7.987613840691293590e+05,6.005938758062289562e+05,4.250169336946128751e+05,3.094403360317972838e+05,2.135668595827119716e+05,1.380423347314359271e+05,8.981149030129109451e+04,5.544585001352914696e+04,3.348411724174849223e+04,2.380671549753025829e+04,1.509796070292501827e+04,9.615855042078306724e+03,5.828916989055182057e+03,3.879253170624514496e+03,2.476595850029440498e+03,1.397571802978104188e+03,9.119763774767834548e+02
1.000000000000000000e+00,6.348275209200920071e+05,4.986503205039443565e+05,5.474037662724712864e+05,4.320685755348431994e+05,4.161208464967000182e+05,3.275119035579666379e+05,2.364155369787999662e+05,1.528586095555067295e+05,1.274427299078037904e+05,8.653864403437878354e+04,5.552813975988775928e+04,3.548762560064830177e+04,2.476763030030071968e+04,1.599397020365818389e+04,1.054867013716975089e+04,6.639816321124126262e+03,4.083821297250634871e+03,2.363870877021459819e+03,1.405562524758318204e+03,8.660733612866685007e+02
2.000000000000000000e+00,1.157638881004817551e+06,6.980246744251350174e+05,8.033210065990634030e+05,6.323788104964592494e+05,5.640910897588768275e+05,3.837663012764184386e+05,2.933428082583523938e+05,2.095835220780235541e+05,1.380326686186100706e+05,9.254918168896395946e+04,6.121057777757398435e+04,3.885149631907620642e+04,2.531659860063063388e+04,1.566241015535434417e+04,9.650357478625708609e+03,5.730126893883661069e+03,3.782378679833390834e+03,2.306651009949724084e+03,1.405142631719609426e+03,9.320164177436769251e+02
3.000000000000000000e+00,8.081644441669386579e+05,5.718191367744324962e+05,4.832131273649439681e+05,4.867287826981546241e+05,3.365887508419832448e+05,2.745198945345098618e+05,2.143154461708433810e+05,1.551232722162545542e+05,1.193587113239788450e+05,7.773141143810412905e+04,5.669163778144179378e+04,3.843709642529122357e+04,2.522145688286874793e+04,1.637255156343295312e+04,1.029602467738197629e+04,5.953090050277322916e+03,3.820901525093721830e+03,2.645389305242405044e+03,1.514296564254879513e+03,8.217610766924168502e+02
4.000000000000000000e+00,5.695723946482088650e+05,6.190736817280517425e+05,5.604769770409389166e+05,5.360494805287315976e+05,3.951671094750396442e+05,2.988010616885023192e+05,2.030279644883780566e+05,1.520073097156558943e+05,1.060095549336922850e+05,8.680975684643020213e+04,5.645543558733032114e+04,4.027167880379110284e+04,2.532218712419586154e+04,1.634724744911369089e+04,1.005900628438439344e+04,6.112646114887652402e+03,3.662343643896945196e+03,2.445361751047750204e+03,1.617130406890441691e+03,8.243047269311761056e+02
5.000000000000000000e+00,1.143732119673932437e+06,9.344425092930395622e+05,8.703207341394607211e+05,6.447189139053435065e+05,5.704406191229713149e+05,3.456779299143391545e+05,2.387899681910708314e+05,1.600282037862513680e+05,1.038624897534030752e+05,7.453751539641011914e+04,4.647990177144355403e+04,3.451441979730073217e+04,2.408364293114127577e+04,1.608644776699804788e+04,1.046472360061997279e+04,6.158602921998252896e+03,4.118149369983926590e+03,2.463104247985402253e+03,1.443785637880222794e+03,8.819984178383564313e+02
