P
3.523587755340537342e+01
3.523099309683782110e+01
3.522312972265996223e+01
3.521047250480228286e+01
3.519010370094599693e+01
3.515733731755032210e+01
3.510465959225147969e+01
3.502005385397126247e+01
3.488438267219653710e+01
3.466737576650724861e+01
3.432168449744013117e+01
3.377459346008815544e+01
3.291780556233604926e+01
3.159831869251664216e+01
2.961970416265705808e+01
2.677472236716346998e+01
2.294189962048781695e+01
1.826026160035321766e+01
1.328504780386935202e+01
8.855680379617478337e+00
5.578571678730803285e+00
3.461940619314141543e+00
2.142956658268608372e+00
1.330894990101958442e+00
8.379707950707830921e-01
5.086475322649364195e-01
2.953408465311162523e-01
1.730449317137125465e-01
9.974229015023632072e-02
5.873147655917838883e-02
