P
2.034043147350860448e+00
2.033874030320163229e+00
2.033601745265420035e+00
2.033163392658268620e+00
2.032457783289161046e+00
2.031322223475815036e+00
2.029495374577098055e+00
2.026558071042838360e+00
2.021839631539640081e+00
2.014271134228717397e+00
2.002159740075373673e+00
1.982852158484994076e+00
1.952259977161279858e+00
1.904259890399057298e+00
1.830115943174604798e+00
1.718407198947527581e+00
1.556599262746741985e+00
1.336180152801430543e+00
1.062728628877774639e+00
7.667963764575166374e-01
5.006216508015544076e-01
3.083999761877095902e-01
1.929345863447725073e-01
1.203134441261814180e-01
6.925565123489538233e-02
3.813256172209107675e-02
2.054570839749426600e-02
1.060332061296204859e-02
5.469338540700249135e-03
2.838114712156877394e-03
