i, M,rho_0,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6,rho_7,rho_8,rho_9,rho_10,rho_11,rho_12,rho_13,rho_14,rho_15,rho_16,rho_17,rho_18,rho_19,r200
0.000000000000000000e+00,7.561360655743033732e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.013855331262725467e-05,3.434857226286544335e-04,1.386686350528195701e-04,2.974884837455641089e-04,1.079374917272143871e-04,1.120479719194555272e-04,1.054602973527536767e-04,9.448961878603819281e-05,8.061660312322947513e-05,5.780035375617841237e-05,3.655003873104813422e-05,1.848596702686345538e-05,1.108037253468484513e-05,5.967126902869388240e-06,3.165447073285140284e-06,1.681765024966272852e-06,9.052491515761383909e-07,5.003896415934672991e-07,9.931359863281250000e+01
1.000000000000000000e+00,7.711029554077839521e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.477228754438838055e-04,5.648164555957705768e-05,1.959308998784040274e-04,1.178282347977007159e-04,1.344080846792795165e-04,1.087977474297539891e-04,1.181351087474872180e-04,6.752068116869708097e-05,4.434288868332773566e-05,2.575294814437372671e-05,2.122720340010393123e-05,1.520793505320595914e-05,8.943538105799050708e-06,7.366111587089759527e-06,4.142661196118648574e-06,2.101823875838744556e-06,1.137540527570076533e-06,5.379326791984310506e-07,9.997531890869140625e+01
2.000000000000000000e+00,6.212178141606423232e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.557776651182770786e-04,3.257890282005502874e-05,1.727133979590390249e-04,1.543565188457489683e-04,1.462712104142768049e-04,7.026375104909443180e-05,8.158462401607741426e-05,7.329142892098854339e-05,5.003989269145699625e-05,3.724223473002797685e-05,3.033194647188305703e-05,1.730299800049650162e-05,1.232466550395328035e-05,6.392704580123943684e-06,3.702598547290986150e-06,1.878191503227816775e-06,9.675689179046221516e-07,5.467049549738871056e-07,9.302017211914062500e+01
3.000000000000000000e+00,6.919690314919057172e+00,2.904004845817357520e-04,6.498731476048547745e-05,9.421636150991407688e-04,2.732708674340259122e-04,1.274501541851945949e-04,1.585185175440640987e-04,1.442267291969236121e-04,1.084379723535272366e-04,1.400256699260407232e-04,1.048343820379023369e-04,9.633825127289958028e-05,5.384618252879786154e-05,2.910048577372504691e-05,1.783071793770357730e-05,1.117788770718646047e-05,5.634751258349369577e-06,3.072605813588724574e-06,1.782177984206266109e-06,9.393099707532511620e-07,5.126971026429418950e-07,9.642126464843750000e+01
4.000000000000000000e+00,6.272861530541031350e+00,2.488478119389851868e-04,0.000000000000000000e+00,7.611435382080308364e-05,2.895222313561372210e-04,9.603145313283819348e-05,1.162850703050865837e-04,8.985575553185051517e-05,1.230361356977975682e-04,8.559989628946288712e-05,7.213943118646037878e-05,5.722013024016528915e-05,2.862807006869131168e-05,2.322451681920077420e-05,1.314766352781714609e-05,8.893981387891595588e-06,7.732727986096922775e-06,4.446327957996867760e-06,2.253124398666467824e-06,9.469151511717927848e-07,5.307401062857192088e-07,9.331700897216796875e+01
5.000000000000000000e+00,7.124966101590269218e+00,0.000000000000000000e+00,4.450168699911072139e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.640929649078304352e-04,1.295208421586071666e-04,1.175176846775823368e-04,1.259206547646589283e-04,7.567290580875842064e-05,6.774064438724302652e-05,6.238267590660744413e-05,4.165436244758619712e-05,2.357884498111665920e-05,1.555679688568780970e-05,8.955549142307198332e-06,5.475467976092395423e-06,2.938335973027334007e-06,1.817212149806977042e-06,8.817950984386298448e-07,9.059835671469098038e-07,9.736566925048828125e+01
6.000000000000000000e+00,5.644434310693554835e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.939489868936286538e-04,1.098479598761493021e-04,1.274867494451226114e-04,1.831308110460538744e-04,2.294312027244249674e-04,1.529027382606032925e-04,1.474647924495770240e-04,1.022781951976353980e-04,8.135718622836081708e-05,4.533394880605856977e-05,3.164168118272561367e-05,1.217315027504439545e-05,8.022882503833748545e-06,4.396944127179082961e-06,3.198438581753607575e-06,1.813849049984138621e-06,1.324478901188755359e-06,5.866400811654365925e-07,9.008779907226562500e+01
7.000000000000000000e+00,7.611857062621142589e+00,9.676127480450862333e-04,0.000000000000000000e+00,2.086706721447135777e-04,2.605461182864947031e-04,1.857126612190425049e-04,1.834366751128803776e-04,1.260556121560043523e-04,1.448799135703943489e-04,1.326864488835005163e-04,9.628228040545528158e-05,5.718552988134627490e-05,4.091671261637217438e-05,2.350898382724482601e-05,1.330916359577127745e-05,8.394332391583961148e-06,5.202393933249782670e-06,3.000287654461399381e-06,2.155083076971869444e-06,1.320411932110338929e-06,6.031994637910688045e-07,9.955067443847656250e+01
8.000000000000000000e+00,6.527338149747773599e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.509712447393233339e-04,7.336166575629535279e-05,1.254166240413272053e-04,2.058342150427134893e-04,1.175828778721618050e-04,9.411866899485466702e-05,1.202555615197386992e-04,8.349938137449392363e-05,3.995111629898027701e-05,2.557762521054465096e-05,1.429823719754194343e-05,8.562570263176914052e-06,5.322205893374042696e-06,2.671283162417129273e-06,1.854296559524010672e-06,1.202565747299695165e-06,6.786374250974878513e-07,9.459693145751953125e+01
9.000000000000000000e+00,8.342170601710181543e+00,1.377087725464829523e-04,9.483050904645411671e-05,5.191222279986453620e-04,4.760124002417414377e-04,2.162889704408631664e-04,2.453393209757672496e-04,2.374153847181225015e-04,2.376780732903583033e-04,1.310881599789173366e-04,1.190163274351534271e-04,7.675389835761743738e-05,5.732950827297356790e-05,2.588184198083836476e-05,1.688934501934258095e-05,9.843419883385436288e-06,5.274735370199604858e-06,3.055433681280141003e-06,1.945332393091166065e-06,1.058372656064096062e-06,4.835693822515257089e-07,1.026155395507812500e+02
1.000000000000000000e+01,5.213302148475109199e+00,1.212555300321642698e-03,0.000000000000000000e+00,3.045801206332958205e-04,3.822622926100060836e-05,1.190265946464693486e-04,1.926777049524502677e-04,2.908770916180036434e-04,9.959857013444317348e-05,1.081405767842995530e-04,9.653645770633508482e-05,7.157648634936063974e-05,5.053607172807352547e-05,2.284935692962054149e-05,1.639319926930395588e-05,7.806001399740825165e-06,4.887624135424066620e-06,3.356737246073484544e-06,1.876840929430992914e-06,1.203711804966078825e-06,6.198234310152550163e-07,8.776017761230468750e+01
1.100000000000000000e+01,4.078130247503564121e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.041083565538963797e-04,0.000000000000000000e+00,1.160877408760705438e-05,0.000000000000000000e+00,8.989974066502597560e-05,8.236180580678871966e-05,1.617074743531627626e-04,9.098319563143633616e-05,5.302892983417585696e-05,3.877740732502621158e-05,3.061397607899020283e-05,1.454062649486666879e-05,8.677020410725644044e-06,5.098194875825799415e-06,3.251563963658060065e-06,1.701147710785208185e-06,1.212174518427203938e-06,7.143682541102243210e-07,8.084616851806640625e+01
1.200000000000000000e+01,7.958556935811060384e+00,1.057101139048615925e-04,5.314014722118663193e-04,2.321007483991858350e-04,4.235994723358070036e-04,1.199062777975518350e-04,2.173189515082933349e-04,1.262029898386006878e-04,1.922811523338300774e-04,1.427073469481519310e-04,9.478270068189896449e-05,5.578949513865267109e-05,3.854816678678613475e-05,2.858457718687032627e-05,1.591440918707303628e-05,1.010753951701597450e-05,5.713947988220147731e-06,3.518905092424853660e-06,1.965541415595392648e-06,1.046877089490533393e-06,5.506617567166562061e-07,1.010163192749023438e+02
1.300000000000000000e+01,4.028398015650365593e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.293880038774399843e-04,1.982153855363723706e-04,1.662908711513911859e-04,1.118338128723396822e-04,6.121385421646355330e-05,1.337361394194313982e-04,8.029985185084329382e-05,4.936873402301463751e-05,3.714123319357047400e-05,2.324306435963388500e-05,1.563986964236406213e-05,9.138217663099949291e-06,4.492002944387601458e-06,3.368187024814977559e-06,2.331180686930722179e-06,1.252897573876170973e-06,6.058946668194178926e-07,8.050611877441406250e+01
1.400000000000000000e+01,4.197912567709266796e+00,0.000000000000000000e+00,7.553505756019157505e-04,0.000000000000000000e+00,9.047107076154782058e-05,5.087003420629550602e-04,1.443628659343355869e-04,1.979763095561510743e-04,1.814057793226333789e-04,1.370828083374831441e-04,6.889720154295421548e-05,6.064396962186836013e-05,4.115529566228067729e-05,2.853670903111941992e-05,1.498098661593624294e-05,9.299754620317144820e-06,6.938968348806404091e-06,3.914335720868590706e-06,2.111030787963132968e-06,8.245343558645156087e-07,5.396706937900014648e-07,8.162348937988281250e+01
