rho
5.735207606982344331e+00
9.355725194923694588e+00
1.448494478778834882e+01
2.203880875530509087e+01
3.263417665898870013e+01
4.837503721646331911e+01
7.088887743240228190e+01
1.023598012734151723e+02
1.481715193461118929e+02
2.139555820233856025e+02
2.952611334513356951e+02
4.039673309563826251e+02
5.484684986744634898e+02
7.375237425880895898e+02
1.018162198363100515e+03
1.379910907160172428e+03
1.836637168246767942e+03
2.432936250693856437e+03
3.166602990478625088e+03
2.506436628261415080e+03
