i, M,rho_0,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6,rho_7,rho_8,rho_9,rho_10,rho_11,rho_12,rho_13,rho_14,rho_15,rho_16,rho_17,rho_18,rho_19,r200
0.000000000000000000e+00,4.499871110899532141e+03,1.275788208899746035e-02,7.072125589183869514e-03,3.412425228165726944e-03,1.969859449803463159e-03,1.206869738133297277e-03,7.341517959666357543e-04,4.800082390361864364e-04,3.175909421656085787e-04,2.147685022622488824e-04,1.375107183041648223e-04,8.831741260473317768e-05,5.804628239328077637e-05,4.095827731453652440e-05,3.105941590453862780e-05,2.814084202211285715e-05,1.985006126157498363e-05,1.156727089311925415e-05,5.809262172253544077e-06,3.846164302390157788e-06,2.283855397147681620e-06,5.793359985351562500e+02
1.000000000000000000e+00,3.463212318144984238e+03,5.760007598033967113e-03,4.233168976345015946e-03,2.952992689596418800e-03,2.101165540315454595e-03,1.447861428612831364e-03,1.045164056279547981e-03,7.011472148331437341e-04,4.632702371489433335e-04,3.070803952939181436e-04,2.101161840749415878e-04,1.402366930208452363e-04,8.037510163276211767e-05,5.229940042909725801e-05,3.525240829789761494e-05,2.359994735710582378e-05,1.569577054948461246e-05,9.445187467073437086e-06,6.171744509116271490e-06,3.721259098616127446e-06,2.417453671874780384e-06,5.305634155273437500e+02
2.000000000000000000e+00,4.177835143852449619e+03,6.247026394828445253e-03,4.066937361983251169e-03,2.681187512937063724e-03,1.767483379986294414e-03,1.218333899522771203e-03,8.259796723879359254e-04,5.668132294378097841e-04,4.036274569798556930e-04,2.785475571742855247e-04,1.870066407561468225e-04,1.321163586523098300e-04,1.085059772254552522e-04,6.403824096373377450e-05,3.928119741257548903e-05,2.555341909643119803e-05,1.568152948405725385e-05,1.052261372634580785e-05,7.211795499028477257e-06,3.617361671018698531e-06,1.856865673227727829e-06,5.647921752929687500e+02
3.000000000000000000e+00,4.974646497200572412e+03,5.829308379295919385e-03,4.113756121109863120e-03,3.131839378545650098e-03,2.107569177851010504e-03,1.453819810113967520e-03,1.005277156035443414e-03,7.007309549655994308e-04,4.807749270707508435e-04,3.345549214916672420e-04,2.323062169746453580e-04,1.530278586328901813e-04,1.033449618550293320e-04,7.153776520527326682e-05,4.842898896904081354e-05,3.259434253624669489e-05,2.140006817029391179e-05,1.090664074508282944e-05,6.014818831894558918e-06,2.845249456922638819e-06,1.553750633311445776e-06,5.985681152343750000e+02
4.000000000000000000e+00,2.804208180144225480e+03,1.079369158507544058e-02,6.767014227406765309e-03,4.098355142945795532e-03,2.329895964997825801e-03,1.446083421630482181e-03,9.536625823866268573e-04,6.212106222501454769e-04,4.364285576194405747e-04,3.226456191744157169e-04,2.519976494100345434e-04,1.959325139843893723e-04,1.170782809524284425e-04,7.199212200095866335e-05,4.829664702888201722e-05,3.321378499311178172e-05,1.946749626439981857e-05,1.024908638090614058e-05,5.029049913194195591e-06,2.780371088866350206e-06,1.827174198450658642e-06,4.948940429687500000e+02
5.000000000000000000e+00,2.670191117389272677e+03,1.041532627787024323e-02,6.985986779213914331e-03,4.426010024600523195e-03,3.149319617477179013e-03,2.166522915454958953e-03,1.422071435540089033e-03,9.624766584998309220e-04,6.344028128737033007e-04,4.143756589551517047e-04,2.659206915140680146e-04,1.731524412615615630e-04,1.130741302790506177e-04,7.114284360252063439e-05,4.618929816071556683e-05,2.838334349113560246e-05,1.640567548326463893e-05,9.741458480248609231e-06,5.427579051608173738e-06,3.092537031579755307e-06,1.867949614254671596e-06,4.867846679687500000e+02
6.000000000000000000e+00,2.134282162545155643e+03,8.489636021219633746e-03,6.176267299492978202e-03,4.565521574951249273e-03,3.239490987562649964e-03,2.172584717447841127e-03,1.425846406990677849e-03,9.665799101150756049e-04,6.220664549441244770e-04,4.155990418993703696e-04,2.777864050233915341e-04,1.909035751445016299e-04,1.308646635590521735e-04,7.501453777910505809e-05,4.452254880874099058e-05,2.584445889520118486e-05,1.499411963826254085e-05,8.690922934128192143e-06,5.153011028184204494e-06,3.080026627213630047e-06,2.142288579945592836e-06,4.515704650878906250e+02
7.000000000000000000e+00,1.793743864843806250e+03,1.066101516228805564e-02,7.857372479155506559e-03,5.118567456080054881e-03,3.334452729958500231e-03,2.207918543750337845e-03,1.500510483350263498e-03,9.696082869232867290e-04,6.506440837950668325e-04,4.389896298577507347e-04,2.843509452493254812e-04,1.914595764123088047e-04,1.245412591223305388e-04,7.155960433347242206e-05,4.327002602317724924e-05,2.644697769101187019e-05,1.656083492580210067e-05,9.322542635478741190e-06,5.657571540016771614e-06,3.158898906659806901e-06,1.791923814055189635e-06,4.262701110839843750e+02
8.000000000000000000e+00,2.257725783043247247e+03,8.545453799098080838e-03,6.645819840163293829e-03,4.871385845280834688e-03,3.905974989157969500e-03,2.919852067415475670e-03,1.794828923716463394e-03,1.069326015267969181e-03,6.149674285407304717e-04,3.844768182068503321e-04,2.505137650847444786e-04,1.640705288765687800e-04,1.081279921256333737e-04,7.114584761057509516e-05,4.344838058093947902e-05,2.797237970394871227e-05,1.700322685631616872e-05,1.020020537159097010e-05,5.882415067855096192e-06,3.243273336705726870e-06,1.654678033431260740e-06,4.601159973144531250e+02
9.000000000000000000e+00,1.117821145092319966e+03,1.414492612994638562e-02,1.020210109417053757e-02,7.172997619437815678e-03,4.771190188776770064e-03,3.163509493709181723e-03,2.023331753702147309e-03,1.338305618954423008e-03,8.829413795909823873e-04,5.362987435074394746e-04,3.016950308919896947e-04,1.660773387787600796e-04,1.022280311947135309e-04,6.506690079515933367e-05,3.980765105551159271e-05,2.438302671407856429e-05,1.401431141546558376e-05,8.388093493567259874e-06,4.962171095547395438e-06,3.216581688649503914e-06,2.225608482606401880e-06,3.642341308593750000e+02
