rho
1.998828210926557603e+01
3.501901638318226873e+01
5.837667114834881943e+01
9.349910419512451654e+01
1.437370354212356460e+02
2.120402249290963255e+02
3.012392422317980163e+02
4.151302396298739268e+02
5.497541142930202795e+02
6.972180753728479203e+02
8.403310715411366800e+02
9.768701847720526530e+02
1.137478907456303205e+03
1.326598230914470378e+03
1.540638368373394542e+03
1.788780446142661049e+03
2.053723878384945692e+03
2.287229439796140923e+03
2.542136089751749296e+03
1.742713488317068141e+03
