rho
5.059495855377783882e+05
5.139658071646148455e+05
4.641694348383993492e+05
4.361869030456356704e+05
3.879305767722494784e+05
5.101989269290709053e+05
6.280713948702256894e+05
7.340324068822582485e+05
8.118587654041426722e+05
8.598337798618582310e+05
8.763482207254554378e+05
8.866732203845737968e+05
8.938087425790299894e+05
8.950422650511118118e+05
8.937422696228220593e+05
8.872281526758271502e+05
8.542333987346866634e+05
7.991634806518023834e+05
7.222323317602361785e+05
6.234651951594199054e+05
