rho
1.685127350907236105e+05
2.136943039825553133e+05
2.677001380372917629e+05
3.131287125598834828e+05
3.531407975580213824e+05
3.831591883600823348e+05
4.047095615868449095e+05
4.159704182351019699e+05
4.127291878036573762e+05
4.028370924362127553e+05
2.406957674306681438e+05
1.413958391926662589e+05
8.255836529325906304e+04
4.779523732226178254e+04
2.720033714541289737e+04
1.558685339095274503e+04
8.973556150724583858e+03
5.002690836019627568e+03
2.783140926106842016e+03
1.501069262563295297e+03
