rho
1.456198154218161362e+05
1.611554974459919613e+05
1.624738943572556018e+05
1.696445399661455303e+05
1.628145580451636342e+05
2.465836631192130735e+05
3.557701180074198055e+05
4.968202323897112510e+05
6.489311913226962788e+05
8.005787548007239820e+05
9.407305839071525261e+05
1.031620709300119313e+06
1.063400186268361285e+06
1.042296536360062310e+06
9.901299648352070944e+05
9.330923930375089403e+05
8.671248320885167923e+05
7.738266160876639187e+05
6.790865511049332563e+05
5.902859433206602698e+05
