rho
6.140382716418467462e+06
5.374284124280855991e+06
4.616465613582554273e+06
3.828962572623085696e+06
3.021774515469328500e+06
2.262752404638742562e+06
1.620890647835488664e+06
1.776772419929745374e+06
1.885049502370651113e+06
1.920568575223067543e+06
1.868000790608712239e+06
1.733932903428670019e+06
1.537697975182806375e+06
1.327303734794654883e+06
1.140574769360940671e+06
9.834683866672706790e+05
8.485582538714164402e+05
7.164773905994725646e+05
5.951346161752486369e+05
4.886294282733910368e+05
