i, M,rho_0,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6,rho_7,rho_8,rho_9,rho_10,rho_11,rho_12,rho_13,rho_14,rho_15,rho_16,rho_17,rho_18,rho_19,r200
0.000000000000000000e+00,4.999239646988726804e+00,0.000000000000000000e+00,7.905263967899560928e+07,0.000000000000000000e+00,8.636136874997539818e+07,1.171295918263826221e+08,1.090867015029574931e+08,8.189990561954449117e+07,6.409140288072117418e+07,4.954216479711264372e+07,3.903819794977051765e+07,1.758017467066589743e+07,1.393996095093969628e+07,1.145742845870408788e+07,8.464394253090145066e+06,5.050139157391843386e+06,3.280437792759381235e+06,1.878523943389744498e+06,7.633254317792149959e+05,3.593022285442384309e+05,1.565518495150745730e+05,8.652365112304687500e+01
1.000000000000000000e+00,4.166320241973666683e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.110997156576436609e+08,5.568175914723114669e+07,1.571632839818815701e+07,5.630717354989171028e+07,3.179458091564480960e+07,3.094862768018129095e+07,1.286252339611000754e+07,2.753456452371540666e+07,1.908872195071629807e+07,1.329746186958023347e+07,7.990812348755527288e+06,3.695456705821361858e+06,2.544212972342296969e+06,1.635634737543246709e+06,9.974709009206116898e+05,5.023071999404067174e+05,3.080322269330606796e+05,2.216556305247053097e+05,8.141535186767578125e+01
2.000000000000000000e+00,5.068899990836959191e+00,5.381408729375553131e+08,0.000000000000000000e+00,1.351748756972566247e+08,1.735216465574254096e+08,9.792770137280635536e+07,7.306219868824079633e+07,7.922844666214135289e+07,7.917793505491988361e+07,6.516229941852103174e+07,4.091919779783342779e+07,3.622223759984254092e+07,2.119652186832047254e+07,1.489420132616480812e+07,9.254681422208961099e+06,4.672883882933356799e+06,3.048947119121741503e+06,1.183479965797246667e+06,7.942291043232829543e+05,3.467484127097666496e+05,1.927917465572969522e+05,8.691618347167968750e+01
3.000000000000000000e+00,2.356687852554442131e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.149905806311158463e+07,0.000000000000000000e+00,1.962526467076846212e+07,9.074483025761675090e+05,1.220966604164677486e+07,5.181936740487286821e+06,6.016587441985726357e+06,5.063004371393878944e+06,3.180832273038275540e+06,2.891522666394986212e+06,1.154337569752629846e+06,7.829663453968336107e+05,3.971910500394895207e+05,2.960894755918123410e+05,1.889334352065943822e+05,1.170552563994135853e+05,7.355228040519647766e+04,6.733401489257812500e+01
4.000000000000000000e+00,4.216477691424774576e+00,4.481823455349450707e+08,0.000000000000000000e+00,1.125783152591367066e+08,1.036933621439925767e+07,3.278317694378005713e+07,9.389314776401165128e+07,8.015205955882465839e+07,4.182793676331795752e+07,3.568845742399376631e+07,2.522712620869436115e+07,1.114595006735142134e+07,1.380198398966351710e+07,6.267705025983445346e+06,3.622648114272088744e+06,2.382277688329340890e+06,1.540238378963178955e+06,6.925822919342688983e+05,4.421502763519000146e+05,3.623117228792869137e+05,2.941619392027955037e+05,8.177494049072265625e+01
5.000000000000000000e+00,4.897241775596919311e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.702880216463489458e+07,1.928586903537432477e+07,4.050932568856655806e+07,3.555535998101212084e+07,4.355683756457272917e+07,3.367870899614573270e+07,2.966822524731580541e+07,1.770960613908822834e+07,1.170575543475291133e+07,1.006970433312094025e+07,4.831379030297479592e+06,2.983179311490274500e+06,1.424245963033241918e+06,6.893646962747547077e+05,3.313041506099013495e+05,1.733853393135133083e+05,8.592268371582031250e+01
6.000000000000000000e+00,4.867481989054910585e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.505676737646739185e+07,3.260562127014457807e+07,5.351052735618150234e+07,1.638032353188324720e+07,3.238859490879558772e+07,3.010242460314868018e+07,2.081641473118558899e+07,1.791882283978950232e+07,1.268100113456159085e+07,9.588036906897628680e+06,4.962782270277586766e+06,3.608202560622952413e+06,1.794662425463927211e+06,1.128330575876293005e+06,7.662542330120850820e+05,5.994909392828072887e+05,3.139387034344644635e+05,8.574974060058593750e+01
7.000000000000000000e+00,5.055460808031877029e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.348257974844965041e+08,9.651237091334307194e+07,2.487878559489085898e+07,2.289473590284102783e+07,7.387451786885401607e+07,4.012973169984786958e+07,4.199011430146212876e+07,3.307734327871159092e+07,2.577003087674804777e+07,1.814795193960692734e+07,1.358435180632381327e+07,7.220569267010039650e+06,5.113694992385562509e+06,3.345376478514890186e+06,1.694489398952203570e+06,6.772003714542295784e+05,3.672776608516820706e+05,2.199425601762200822e+05,8.684130096435546875e+01
8.000000000000000000e+00,5.230375510401439776e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.634964342389444709e+08,6.992707893866743147e+07,1.017451368463127315e+08,1.072984480601294786e+08,7.139964063575668633e+07,5.710032090059568733e+07,7.680829308444695175e+07,3.886932825915776193e+07,3.406034627707773447e+07,2.067900935493275523e+07,9.478637992313325405e+06,8.348543233216450550e+06,4.754128419252084568e+06,2.781141881179917138e+06,1.488395077582575148e+06,8.130721340602692217e+05,5.350244435396423796e+05,2.399579452749620541e+05,8.783827209472656250e+01
9.000000000000000000e+00,4.146411822645887923e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.778055265572326258e+07,4.176977500247609615e+07,3.153710190892624855e+07,3.156910678164903820e+07,2.292453189105680585e+07,2.162449641443548724e+07,1.604342652407233603e+07,1.221883990141576529e+07,7.191028336602914147e+06,4.124548711043842137e+06,2.916904156292260159e+06,1.396799280597690260e+06,9.269257607537384611e+05,5.312174664994418854e+05,3.327522477081075194e+05,2.171423988858934317e+05,8.129221343994140625e+01
