rho
9.775878466469053179e+06
6.885228790443692356e+06
4.765663212160360068e+06
3.208852553073827643e+06
2.115905259883867577e+06
1.425486402667829534e+06
9.458357457291975152e+05
6.366832306815268239e+05
4.147316297916722833e+05
2.653983579003884224e+05
1.698042241832563304e+05
1.079627102295636578e+05
6.747196166702121263e+04
6.578961724757461343e+04
6.709931097917014267e+04
6.391288467891888286e+04
6.328605821509740781e+04
6.470616354041893646e+04
5.754548060793342302e+04
5.630802790986029140e+04
