rho
1.105735667356594699e+06
8.504285598400749732e+05
6.381120178439883748e+05
4.934287336248380016e+05
3.789335111865376239e+05
2.801752175595146255e+05
2.059926723463874660e+05
1.511352195306447393e+05
1.133591420245494082e+05
8.627351214210977196e+04
6.670315849850789527e+04
4.967837300352543389e+04
3.417427908300526178e+04
2.425952780602332859e+04
1.746376008886822092e+04
1.183487848885003405e+04
7.921909886081324657e+03
5.338080107995871913e+03
3.310059859079257421e+03
3.493157258550421830e+03
