i, M,rho_0,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6,rho_7,rho_8,rho_9,rho_10,rho_11,rho_12,rho_13,rho_14,rho_15,rho_16,rho_17,rho_18,rho_19,r200
0.000000000000000000e+00,4.499871110899532141e+03,2.480676485863838345e+06,1.375122887308561476e+06,6.635210267838796135e+05,3.830247045313558192e+05,2.346669580423423904e+05,1.427504255490616779e+05,9.333407718393071264e+04,6.175322650402998261e+04,4.176015813201652782e+04,2.673794937684625984e+04,1.717267233013849182e+04,1.128667335380108307e+04,7.964036250443610697e+03,6.039275340654044157e+03,5.471780081497056017e+03,3.859698645201638101e+03,2.249170881969878792e+03,1.129568369608602325e+03,7.478584046435498749e+02,4.440789106918825837e+02,5.793359985351562500e+02
1.000000000000000000e+00,3.463212318144984238e+03,8.602703549553006887e+05,6.322335024539005244e+05,4.410362358075033990e+05,3.138138959754134412e+05,2.162414274495032441e+05,1.560976506331383716e+05,1.047179457864444412e+05,6.919047320152469911e+04,4.586316183844644547e+04,3.138133434367343943e+04,2.094467196952621816e+04,1.200420590326743695e+04,7.811035490030544679e+03,5.265028089513769373e+03,3.524706303643337378e+03,2.344199356006206472e+03,1.410660426505692840e+03,9.217642076310980883e+02,5.557785872955822697e+02,3.610522543584062305e+02,5.305634155273437500e+02
2.000000000000000000e+00,4.177835143852449619e+03,1.125484076327229850e+06,7.327123259990835795e+05,4.830512408201442449e+05,3.184354080838221707e+05,2.194988970588772208e+05,1.488111158634112217e+05,1.021188680284720322e+05,7.271880201680447499e+04,5.018401080537072266e+04,3.369170914864845690e+04,2.380250194054052190e+04,1.954878078547459154e+04,1.153733247235107046e+04,7.077025034425867489e+03,4.603784980412148798e+03,2.825234057178508010e+03,1.895787442189888225e+03,1.299299936143112518e+03,6.517153445066896893e+02,3.345388053468981298e+02,5.647921752929687500e+02
3.000000000000000000e+00,4.974646497200572412e+03,1.250137456355485599e+06,8.822248333227228140e+05,6.716456669739432400e+05,4.519834943798456225e+05,3.117822014478173805e+05,2.155889764284897828e+05,1.502768350258477440e+05,1.031056697124534694e+05,7.174772912173814257e+04,4.981975292570227612e+04,3.281793404897111031e+04,2.216307653228077470e+04,1.534179254347119058e+04,1.038594789369114005e+04,6.990093132586072898e+03,4.589399813409172566e+03,2.339008203248941300e+03,1.289921518245693733e+03,6.101843799184481441e+02,3.332130911854940223e+02,5.985681152343750000e+02
4.000000000000000000e+00,2.804208180144225480e+03,1.308298017452525208e+06,8.202264469026355073e+05,4.967595994447593694e+05,2.824055373318311176e+05,1.752790561670380994e+05,1.155929698399251793e+05,7.529663221377237642e+04,5.289928957046336291e+04,3.910771588927887933e+04,3.054451042326501920e+04,2.374888309340869091e+04,1.419100051632069153e+04,8.726129493665373957e+03,5.854012694309267317e+03,4.025826448354913737e+03,2.359645591754298039e+03,1.242286690068091730e+03,6.095686521374489075e+02,3.370074042485939572e+02,2.214708807020907670e+02,4.948940429687500000e+02
5.000000000000000000e+00,2.670191117389272677e+03,1.201388727013152791e+06,8.058207241613864899e+05,5.105321146299781976e+05,3.632682246582609951e+05,2.499044329483543406e+05,1.640333241691421426e+05,1.110199120686049137e+05,7.317719747208450281e+04,4.779747001062389609e+04,3.067346260129551956e+04,1.997281558317002782e+04,1.304289292623545225e+04,8.206196141289321531e+03,5.327850576974919932e+03,3.273966460142927190e+03,1.892364488523778391e+03,1.123659316146788797e+03,6.260612594949983531e+02,3.567184578273585771e+02,2.154645518846882055e+02,4.867846679687500000e+02
6.000000000000000000e+00,2.134282162545155643e+03,7.817459835623437539e+05,5.687254603987655137e+05,4.204041427882824792e+05,2.983000757610449218e+05,2.000567954348865023e+05,1.312953463559241791e+05,8.900498921695329773e+04,5.728136653278720769e+04,3.826935347582975373e+04,2.557923636213340797e+04,1.757885764994981218e+04,1.205033111806240595e+04,6.907517998536814957e+03,4.099742747768767003e+03,2.379819569197868987e+03,1.380694387246659062e+03,8.002809637801792633e+02,4.745015763298587217e+02,2.836162161806578865e+02,1.972670546555835642e+02,4.515704650878906250e+02
7.000000000000000000e+00,1.793743864843806250e+03,8.257587940303874202e+05,6.086000557982973987e+05,3.964633785202050349e+05,2.582731215674325067e+05,1.710163737928042829e+05,1.162234279099684936e+05,7.510190704201246263e+04,5.039623955119778839e+04,3.400234797765572876e+04,2.202466557416376600e+04,1.482967864852616913e+04,9.646458463324239347e+03,5.542715367737814631e+03,3.351519903372302451e+03,2.048475128440910339e+03,1.282734792915508251e+03,7.220861659779893671e+02,4.382124385819028589e+02,2.446754377439118002e+02,1.387951170844197861e+02,4.262701110839843750e+02
8.000000000000000000e+00,2.257725783043247247e+03,8.324096949820762966e+05,6.473670089515936561e+05,4.745200080583434319e+05,3.804796709187948727e+05,2.844217786405475345e+05,1.748336638474969077e+05,1.041626768024367775e+05,5.990376422952863504e+04,3.745175370382574329e+04,2.440245909526918695e+04,1.598205339453207853e+04,1.053271026447096847e+04,6.930292375462920972e+03,4.232291704702935021e+03,2.724779819152997334e+03,1.656278439264514418e+03,9.935984725605466110e+02,5.730040144746942588e+02,3.159261324700689215e+02,1.611816141639464490e+02,4.601159973144531250e+02
9.000000000000000000e+00,1.117821145092319966e+03,6.835064254718131851e+05,4.929825427943051327e+05,3.466112101073481608e+05,2.305518686501162010e+05,1.528660557239335903e+05,9.777076541875244584e+04,6.466915990913324640e+04,4.266520027896894317e+04,2.591484987565532356e+04,1.457840714424245016e+04,8.025134040128910783e+03,4.939828991894813043e+03,3.144141183238332360e+03,1.923572101361345858e+03,1.178228523671105222e+03,6.771949045922672212e+02,4.053266696227888133e+02,2.397803846367635288e+02,1.554305927121334605e+02,1.075451143732352506e+02,3.642341308593750000e+02
