i, M,rho_0,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6,rho_7,rho_8,rho_9,rho_10,rho_11,rho_12,rho_13,rho_14,rho_15,rho_16,rho_17,rho_18,rho_19,r200
0.000000000000000000e+00,4.499871110899532141e+03,4.823493260550533750e+14,2.673825473478410938e+14,1.290167911520763125e+14,7.447634108919282812e+13,4.562926673596337500e+13,2.775677197330494531e+13,1.814812591814537891e+13,1.200746141453081250e+13,8.119956086864065430e+12,5.198997908638956055e+12,3.339100028644856934e+12,2.194610750991858154e+12,1.548548365726051025e+12,1.174292741123388428e+12,1.063947455329908325e+12,7.504900582150318604e+11,4.373347614181275635e+11,2.196362745882539062e+11,1.454155749530588989e+11,8.634788313112149048e+10,5.793359985351562500e+02
1.000000000000000000e+00,3.463212318144984238e+03,1.284833519781330938e+14,9.442552467401150000e+13,6.586977407039754688e+13,4.686882561974750781e+13,3.229615350013086719e+13,2.331354239249505469e+13,1.563986554855292383e+13,1.033375597645346484e+13,6.849768484263737305e+12,4.686874309682763672e+12,3.128134830203466797e+12,1.792855703330184814e+12,1.166596078079930908e+12,7.863440292963533936e+11,5.264229762445808105e+11,3.501115541524246826e+11,2.106853724022278442e+11,1.376676000140269470e+11,8.300680761819137573e+10,5.392398286424726105e+10,5.305634155273437500e+02
2.000000000000000000e+00,4.177835143852449619e+03,2.027707786083307500e+14,1.320077751109455625e+14,8.702804266094546875e+13,5.737033245670271875e+13,3.954561703399691406e+13,2.681028231662452344e+13,1.839805894749439062e+13,1.310124986621790234e+13,9.041310453632150391e+12,6.070005111943123047e+12,4.288334195770918457e+12,3.521970309566392090e+12,2.078602387797464600e+12,1.275019262061916504e+12,8.294324945669824219e+11,5.090031228112180786e+11,3.415510746124263916e+11,2.340859948523105469e+11,1.174151021912781372e+11,6.027157155013243866e+10,5.647921752929687500e+02
3.000000000000000000e+00,4.974646497200572412e+03,2.681010435704086250e+14,1.891995134415795938e+14,1.440392840881758750e+14,9.693113817507993750e+13,6.686395415950968750e+13,4.623461945637328125e+13,3.222795708588971875e+13,2.211175859694763281e+13,1.538682082802517383e+13,1.068420731008208398e+13,7.038043953985872070e+12,4.753032490009382812e+12,3.290158670340437012e+12,2.227341845179218750e+12,1.499076164763575684e+12,9.842300725264874268e+11,5.016172717830078735e+11,2.766330241586308594e+11,1.308584653590127869e+11,7.145996388156350708e+10,5.985681152343750000e+02
4.000000000000000000e+00,2.804208180144225480e+03,1.585781554882406875e+14,9.941924186796625000e+13,6.021198530470582031e+13,3.423023547566626562e+13,2.124548768850921094e+13,1.401096669114866992e+13,9.126667541839144531e+12,6.411896719874691406e+12,4.740226896587076172e+12,3.702284998217902832e+12,2.878590371322085938e+12,1.720084152380416748e+12,1.057689839163273315e+12,7.095619827322684326e+11,4.879684322529086914e+11,2.860114748740213013e+11,1.505769551513811035e+11,7.388551477562518311e+10,4.084850075343111420e+10,2.684437588958448410e+10,4.948940429687500000e+02
5.000000000000000000e+00,2.670191117389272677e+03,1.385779796895062812e+14,9.294993821345995312e+13,5.888894029156246875e+13,4.190232147732176562e+13,2.882601663787334375e+13,1.892094220130360156e+13,1.280594263442383008e+13,8.440855117920958984e+12,5.513350241607109375e+12,3.538127486793560547e+12,2.303827537243479492e+12,1.504473706456272705e+12,9.465696294845009766e+11,6.145577633979843750e+11,3.776460086701348267e+11,2.182807627201250305e+11,1.296120351304157257e+11,7.221501463425566101e+10,4.114681792176538086e+10,2.485343970982507706e+10,4.867846679687500000e+02
6.000000000000000000e+00,2.134282162545155643e+03,7.198503932186965625e+13,5.236960021667785156e+13,3.871181865468193750e+13,2.746818421186432031e+13,1.842170805964755859e+13,1.208998941976138867e+13,8.195792218117627930e+12,5.274605190145215820e+12,3.523933570117841797e+12,2.355397244205639648e+12,1.618703243474061523e+12,1.109623301705257568e+12,6.360607731878939209e+11,3.775141147036657104e+11,2.191394760827722473e+11,1.271376404193693542e+11,7.369178461748468018e+10,4.369323968220940399e+10,2.611605931257895660e+10,1.816482205841628265e+10,4.515704650878906250e+02
7.000000000000000000e+00,1.793743864843806250e+03,6.395991146608366406e+13,4.713968045937665625e+13,3.070843783077359375e+13,2.000478361107729688e+13,1.324623147354082422e+13,9.002193150283046875e+12,5.817087701719828125e+12,3.903487366069199219e+12,2.633683324975645020e+12,1.705940851465853516e+12,1.148646481620516357e+12,7.471753661430181885e+11,4.293161474816412964e+11,2.595950752764509583e+11,1.586665365270497437e+11,9.935541029953829956e+10,5.592985213202155304e+10,3.394214990824998474e+10,1.895156242859216690e+10,1.075050422087000847e+10,4.262701110839843750e+02
8.000000000000000000e+00,2.257725783043247247e+03,8.108474009575534375e+13,6.305979613624846875e+13,4.622282964216917188e+13,3.706239297084749219e+13,2.770542695221473047e+13,1.703048664440194336e+13,1.014645027216509570e+13,5.835204926839931641e+12,3.648162357443881836e+12,2.377035089049279785e+12,1.556806286020037354e+12,1.025987659017970337e+12,6.750773800923905029e+11,4.122660691651942139e+11,2.654198584976084290e+11,1.613375091418874512e+11,9.678608309439044189e+10,5.581612259874684143e+10,3.077425514769419479e+10,1.570064521290724754e+10,4.601159973144531250e+02
9.000000000000000000e+00,1.117821145092319966e+03,3.302817062241003516e+13,2.382173880229502734e+13,1.674883184772285156e+13,1.114065087220679688e+13,7.386742805438523438e+12,4.724446474523083984e+12,3.124921680161810547e+12,2.061653646460408203e+12,1.252248774042552490e+12,7.044529511637449951e+11,3.877878633871291504e+11,2.387007769198475342e+11,1.519301466540847778e+11,9.295021261053282166e+10,5.693396764359215546e+10,3.272318740538664246e+10,1.958606079361101532e+10,1.158658815858743095e+10,7.510665510562005997e+09,5.196759320402754784e+09,3.642341308593750000e+02
