rho
9.780717338514401717e+02
1.483226374452984601e+03
1.988526989132366680e+03
2.603694311941881551e+03
3.218885042365994195e+03
3.903417519693589384e+03
4.612612718229744132e+03
5.023264654290583167e+03
5.272278681710025921e+03
5.216634765036646058e+03
4.867367959793150476e+03
4.281233137539471500e+03
3.663926783644469197e+03
3.125323765855060174e+03
2.633356016696005554e+03
2.207110368616854885e+03
1.817388246300695528e+03
1.459223540999731995e+03
1.127916156663045285e+03
1.369230824151477009e+03
