rho
1.956502845723508217e+05
2.089413282815687126e+05
2.162599396255566971e+05
2.164000196670868027e+05
2.055831811312276113e+05
2.962314780019795871e+05
4.073824777119312785e+05
5.537237588126716437e+05
6.954695827502502361e+05
8.328674201727935579e+05
9.318220167392108124e+05
9.826415277714938857e+05
9.843897619696210604e+05
9.620236762102614157e+05
9.402403502966982778e+05
9.090342296082873363e+05
8.596787028969214298e+05
7.879239052269440144e+05
7.018248319054472959e+05
6.195549190410588635e+05
