i, M,rho_0,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6,rho_7,rho_8,rho_9,rho_10,rho_11,rho_12,rho_13,rho_14,rho_15,rho_16,rho_17,rho_18,rho_19,r200
0.000000000000000000e+00,7.569380830656774251e+00,0.000000000000000000e+00,4.029471602158257961e+08,0.000000000000000000e+00,1.231930360234565288e+08,1.979938649351756275e+08,2.232770926708865166e+08,1.852113926896467507e+08,1.880487341439532340e+08,1.217054256263733059e+08,1.118232431297553480e+08,7.120631139369578660e+07,3.713807001623748988e+07,2.332718349199508876e+07,1.476402913070319593e+07,7.493028486123023555e+06,5.020112666815881617e+06,2.874151922198945656e+06,1.816301345112427371e+06,1.082327898750333115e+06,6.630541707249545725e+05,9.936147308349609375e+01
1.000000000000000000e+00,4.910283022641173112e+00,1.205798997656373084e+08,0.000000000000000000e+00,0.000000000000000000e+00,6.563266181434201449e+07,1.055096085205767304e+08,2.066848645272529870e+07,7.346712341589631140e+07,4.228650829436565936e+07,4.079774296025989205e+07,3.382227402724109590e+07,2.070731760829927772e+07,1.249773125558813661e+07,7.285346758386320435e+06,4.449856358877363615e+06,3.529075268264082260e+06,2.521654212567747105e+06,1.973149626340654679e+06,9.623008412883906858e+05,4.200460005237947335e+05,2.240019221298568300e+05,8.600202178955078125e+01
2.000000000000000000e+00,7.964777434721518112e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.808060293907956481e+08,1.353179442998815179e+08,4.183929888988850713e+08,3.273591921333758831e+08,6.805583398127265275e+07,2.497438040472138226e+08,1.633205750938681960e+08,1.066402103696289808e+08,5.920030194141732901e+07,3.793835744858378917e+07,2.277083479770556092e+07,1.525563418207902089e+07,9.477453456796977669e+06,6.359139343821918592e+06,4.438289407266305760e+06,2.005680658235646319e+06,1.114476044767900836e+06,6.192708222581908340e+05,1.010456161499023438e+02
3.000000000000000000e+00,5.157217152088577450e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.375615023061599731e+08,2.380324247383075207e+07,6.910777422818343341e+07,2.861871108603261784e+07,5.472014138648472726e+07,6.957515128546729684e+07,4.912377326072051376e+07,3.842960259459737688e+07,2.432174685098615289e+07,1.701130691335498169e+07,1.241549241797084548e+07,9.220952075010823086e+06,4.233218132627828978e+06,2.611576188786244020e+06,1.576901746456699912e+06,7.069815076593754347e+05,3.996321634540304076e+05,3.203398234702378977e+05,8.742472839355468750e+01
4.000000000000000000e+00,5.438494305143293239e+00,0.000000000000000000e+00,6.488184602713796496e+07,2.796492486415100098e+07,2.180847943908116519e+08,1.376060283720195889e+08,9.508758159879016876e+07,8.214901654637755454e+07,7.824672097191347182e+07,7.250691361707198620e+07,5.867490770630898327e+07,3.730753861935872585e+07,1.814552835539826006e+07,1.426473867917677760e+07,9.122671639644155279e+06,4.451281505419764668e+06,2.447157116656274535e+06,1.569354922134346794e+06,9.114859162562201964e+05,4.822787742466117488e+05,3.265714474704088061e+05,8.898224639892578125e+01
5.000000000000000000e+00,5.272212943275556007e+00,0.000000000000000000e+00,5.927127140878295898e+07,1.406251164535213411e+08,1.570470588569487035e+08,1.527364766587916911e+08,1.124002168810062110e+08,1.130134770896568447e+08,1.066646585913372189e+08,8.043472276148605347e+07,4.258805819185946137e+07,3.811746725995481014e+07,1.897742872983381897e+07,1.064678929585554264e+07,7.423819019711982459e+06,3.859313907359332778e+06,2.322134832994824275e+06,1.392080532848027302e+06,7.307942779212788446e+05,5.559651757665344048e+05,3.240549012763816863e+05,8.806897735595703125e+01
6.000000000000000000e+00,6.424508824839435306e+00,0.000000000000000000e+00,5.694730952612180263e+07,1.713437269451794326e+08,1.275517359745527506e+08,9.212489772258985043e+07,1.938096432688088417e+08,7.974770781662033498e+07,4.831316952313596010e+07,7.480591798573480546e+07,3.565408860261484981e+07,3.524080170344364643e+07,2.144736396199630573e+07,1.616837676624022424e+07,1.044843948856333457e+07,6.264878929960804991e+06,3.417080550573627930e+06,1.981306561820716597e+06,1.094104173654828453e+06,1.007622617045721970e+06,5.523250143225204665e+05,9.406427764892578125e+01
7.000000000000000000e+00,3.704858513109702933e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.633046724413093179e+07,7.308448082035426795e+07,5.515147479508486390e+07,3.131886052734436095e+07,2.627869744030185789e+07,2.180463253133413196e+07,1.146353345101937279e+07,8.694442900931172073e+06,4.643777241677648388e+06,2.941553174452856183e+06,1.758172443631328177e+06,1.136952017045843415e+06,7.625866876293135574e+05,3.611449665544208838e+05,2.340858918581607868e+05,2.226370514813497139e+05,7.829955291748046875e+01
8.000000000000000000e+00,8.940437213706417197e+00,0.000000000000000000e+00,1.106874259690052420e+08,2.385316137478293180e+08,2.052306357450066879e+07,1.317967006245072931e+08,3.196792707119001150e+08,1.443482675501405895e+08,1.484295850114413798e+08,1.241777026865824610e+08,1.172177781477727741e+08,7.372605179249548912e+07,5.153981488782022893e+07,3.056123715318705142e+07,1.884900523886136711e+07,1.250677973182459176e+07,8.091386399359666742e+06,3.949163026017588563e+06,1.937365549663697137e+06,1.365967107859570533e+06,1.227609127387553221e+06,1.050309524536132812e+02
9.000000000000000000e+00,8.455297201077041080e+00,0.000000000000000000e+00,6.854962469567187130e+07,3.056943824368750453e+08,2.513143655428951979e+08,1.655278159977483749e+08,2.078563829881088436e+08,1.610190105944858193e+08,1.029677193015535623e+08,1.093219697628775686e+08,8.120214969712799788e+07,5.897242265755888075e+07,3.808561969605939835e+07,2.292368645371258259e+07,1.753233671062265337e+07,9.473280301346670836e+06,4.933053971033720300e+06,3.379915317776111886e+06,2.468337412555469666e+06,1.510677944578988710e+06,1.082387290040272055e+06,1.030800781250000000e+02
1.000000000000000000e+01,4.792203171812518647e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.562478459210851789e+08,1.385980843990809321e+08,1.199655905088395327e+08,3.954757485925212502e+07,1.881531917023677379e+07,2.526546550835563987e+07,2.957467058410310745e+07,2.727319274896771088e+07,1.551943036218804307e+07,1.140098484578290395e+07,6.434821776295633987e+06,4.265034037260717712e+06,2.178159240228903946e+06,1.199420299612965668e+06,6.297819527604968753e+05,3.796280038788896636e+05,2.755524217152153142e+05,8.531041717529296875e+01
1.100000000000000000e+01,8.046214064819711353e+00,0.000000000000000000e+00,5.059030738192959875e+07,0.000000000000000000e+00,4.022207671169972420e+08,9.020716850740253925e+07,1.899142351133419871e+08,1.415191466575063467e+08,1.400672670204713345e+08,1.709394862952730358e+08,1.148137204632856250e+08,8.675195701965497434e+07,5.115501712162061036e+07,2.264296553492372856e+07,1.460715952622905932e+07,9.279425460751941428e+06,6.320436296823906712e+06,4.039403474311841652e+06,1.877547812578010606e+06,1.052507160265260376e+06,7.525946184466461418e+05,1.014046173095703125e+02
1.200000000000000000e+01,1.028653934329371644e+01,4.075580769277513623e+08,6.526477572674099207e+08,3.796465577435116172e+08,5.167225491618492603e+08,6.059042974193266630e+08,7.166323947924683094e+08,5.778842782983535528e+08,4.332783316313610077e+08,2.254396478404339552e+08,1.865305301591469646e+08,1.319875664329775274e+08,1.070409055710723400e+08,6.473472569082263857e+07,4.153455514029824734e+07,2.357798069888015091e+07,1.135695008853687532e+07,5.895997781693434343e+06,2.561268807150531560e+06,1.292558968916094629e+06,6.418565670196862193e+05,1.100381851196289062e+02
1.300000000000000000e+01,9.493632981413149707e+00,1.007973126484512925e+09,5.051832628334064484e+08,7.595742059228215218e+08,1.292057198609071732e+09,2.576228455039998889e+08,3.215323270070943832e+08,1.408801901110005081e+08,3.132022188808891773e+08,1.772481414568050206e+08,9.451275135723042488e+07,9.671633392004634440e+07,7.799182678938460350e+07,3.678961099964969605e+07,2.589006252690130845e+07,1.104085630522176810e+07,6.350302967461940832e+06,4.295127631230663508e+06,2.939707032057508361e+06,2.141726676557247993e+06,9.409413208297741367e+05,1.071399993896484375e+02
1.400000000000000000e+01,1.027360100459790715e+01,0.000000000000000000e+00,1.473079731468759179e+08,5.479305863740208149e+08,8.425811505575992167e+07,6.618946773335174471e+07,1.213378918332685977e+08,1.174089739286953807e+08,1.945362300433292687e+08,1.610465496581937671e+08,8.654528238504961133e+07,5.541502988529130816e+07,4.665799684539154172e+07,4.003055136130061001e+07,2.602702661322385818e+07,2.173399887602310628e+07,1.411037458473579027e+07,8.221726125356161967e+06,4.369032144945424050e+06,1.736725019427428721e+06,6.890746140400987351e+05,1.099935379028320312e+02
1.500000000000000000e+01,4.964921843278139235e+00,7.299271908291427791e+07,2.642114207865726352e+08,1.324193910767533183e+08,1.438288133698925972e+08,1.630827970788626373e+07,5.615653414532690495e+07,5.417393380842963606e+07,6.435103012121011317e+07,5.744309013135326654e+07,4.179159560258395225e+07,2.101920731124647707e+07,1.609482065461560152e+07,1.135501586101149023e+07,7.614827256132053211e+06,4.328058617485321127e+06,2.205822633507121354e+06,1.244806057539576199e+06,6.892702532372339629e+05,4.470695776032637805e+05,2.794164345582280075e+05,8.632154083251953125e+01
1.600000000000000000e+01,8.276176707857498371e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.884901899130797386e+08,4.302176042260372639e+08,4.421047976168411970e+08,3.402635607780980468e+08,1.485574395046202242e+08,1.235513688243436515e+08,1.216074419078375697e+08,1.025984836832828373e+08,7.442614672152304649e+07,4.188784041729155928e+07,2.910431271805693582e+07,1.875037757466324046e+07,9.165864694760145620e+06,5.726111573332818225e+06,3.764877377102035098e+06,2.163546731451116968e+06,1.411910319329440594e+06,7.638708846020277124e+05,1.023519363403320312e+02
1.700000000000000000e+01,7.018743877354296501e+00,0.000000000000000000e+00,7.910942363963559270e+07,2.888156523302162290e+08,2.243098482499184310e+08,1.691526212946707904e+08,1.232254436298837960e+08,1.859990286534232795e+08,1.332954318078546375e+08,1.007528991693215221e+08,7.952534649779787660e+07,5.718845254516986012e+07,4.020241150683069229e+07,2.450143875146663561e+07,1.429857516003808007e+07,7.143340720129001886e+06,4.414160102266013622e+06,2.589622417985425796e+06,1.492142180165808648e+06,8.645129500715524191e+05,5.141780595024391660e+05,9.687814331054687500e+01
1.800000000000000000e+01,9.548981683522780983e+00,1.693729093648051023e+08,1.101631513970254898e+09,5.252784664652953297e+07,5.949788551666276455e+08,6.280387573992923498e+08,1.901088258634943664e+08,2.326077381096563339e+08,2.365873578918055296e+08,1.755189336379410028e+08,1.268823625181854963e+08,9.848707348122107983e+07,6.086397631808137149e+07,4.071370432499627024e+07,2.288224630966695771e+07,1.384077617709325254e+07,8.310779901466412470e+06,4.977274895876359195e+06,2.904109512913844548e+06,1.598101850401270902e+06,1.059533824978178134e+06,1.073482589721679688e+02
1.900000000000000000e+01,1.005537931190013268e+01,0.000000000000000000e+00,9.029043538031342626e+07,8.789001467102177441e+07,5.313998333030651212e+08,3.624322937203838229e+08,3.902588886234400272e+08,2.046775927270037234e+08,1.641672838545605540e+08,1.689162652635344863e+08,1.361223185413374305e+08,1.086803051501470953e+08,5.817347826590814441e+07,4.246037429783152044e+07,2.347585536227834597e+07,1.562238238681696728e+07,9.398118094119284302e+06,6.750221836270551197e+06,3.893019321179147344e+06,1.743737429103316739e+06,9.889408385781317484e+05,1.092115020751953125e+02
2.000000000000000000e+01,4.762954477609037340e+00,0.000000000000000000e+00,2.838612963177207708e+08,0.000000000000000000e+00,4.253893231445576251e+07,6.704011579713153094e+07,6.898013101616516709e+07,7.824440366378679872e+07,6.063280453637640923e+07,3.850758024363443255e+07,3.245397412702447921e+07,2.750646825226938725e+07,1.609027561183629930e+07,9.588654490104116499e+06,4.912967392202859744e+06,3.425272385886569507e+06,2.065189413918094710e+06,1.096611786458863178e+06,7.001197319437125698e+05,4.634458137861858122e+05,2.634706037408434786e+05,8.512995147705078125e+01
2.100000000000000000e+01,9.813396303248840269e+00,1.041867481553475857e+09,0.000000000000000000e+00,1.238299452438458651e+08,1.905015826357927322e+08,1.642283424975565374e+08,3.450513536710799932e+08,2.197418993753928840e+08,2.433302741286478341e+08,1.285063585679416209e+08,1.328351171101648808e+08,1.146997425658667982e+08,6.275674038889498264e+07,4.256098886100918800e+07,2.535635018116888776e+07,1.602838349373211153e+07,9.518791916076015681e+06,6.179558652984770946e+06,3.756446491295530926e+06,1.583241540423251921e+06,8.103049257007075939e+05,1.083276901245117188e+02
2.200000000000000000e+01,9.792584605685252797e+00,0.000000000000000000e+00,3.122037083951628804e+08,3.091043666779565215e+08,3.720252974123512506e+08,2.462042701592426896e+08,2.849155839728555083e+08,2.428726522791143954e+08,1.425207920954283774e+08,1.100052409610914439e+08,1.097043326561347395e+08,6.782416420771294832e+07,5.838331607625719905e+07,3.230708036082556471e+07,1.896399823022424057e+07,1.309838830747106485e+07,8.960276723614893854e+06,6.365620040682029910e+06,4.283046155988936312e+06,1.792756892339732964e+06,1.002602049426498008e+06,1.082765502929687500e+02
2.300000000000000000e+01,4.294737110171706895e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.299852601403412037e+07,5.479567573335078359e+07,4.205510893682913482e+07,3.355690729011410475e+07,1.805100554882567003e+07,2.442292223525713012e+07,1.504953233041577786e+07,9.005356535537036136e+06,7.008251767956833355e+06,4.594334640269419178e+06,2.471458684378474019e+06,1.562968834361519199e+06,1.046650253220221610e+06,7.773483433645515470e+05,3.987008809794924455e+05,1.946338051093180547e+05,8.224913024902343750e+01
2.400000000000000000e+01,1.039717821113283591e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.772686137482696772e+08,1.542546268621867895e+08,1.391390922416225672e+08,3.556255930491437316e+08,2.012082853006509244e+08,2.278025222341516018e+08,1.788998251264818907e+08,1.248136317905526906e+08,9.373121677195513248e+07,6.106807290755330026e+07,4.498306729553376138e+07,2.550896714144081995e+07,1.784160233534565940e+07,1.321829377946745418e+07,8.710622426558446139e+06,4.060146302049990278e+06,1.806107472802135628e+06,7.617365154326068005e+05,1.104338531494140625e+02
2.500000000000000000e+01,9.007435657011454211e+00,4.222654242849518061e+08,2.234981253000206649e+08,4.511717266731687784e+08,7.632820255631409883e+08,3.755230822508839369e+08,6.356883524715577364e+08,3.192294157024176121e+08,3.457452196299954653e+08,2.095420858827571273e+08,1.417129443320956528e+08,1.005544579953099340e+08,5.209654995976784825e+07,2.702004960664846003e+07,1.738437340469047800e+07,1.208930412889885902e+07,6.128267621757122688e+06,4.204621831164040603e+06,2.656943368817523587e+06,1.398624126441122498e+06,1.022363351699785097e+06,1.052790145874023438e+02
2.600000000000000000e+01,5.375855691317496188e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.434737125943023860e+08,2.157215793401189148e+08,8.200173177339816093e+07,6.288068144544199109e+07,3.602295593229243904e+07,5.157718577769562602e+07,4.391014189146374911e+07,4.227827464990069717e+07,3.019232801396891102e+07,2.371241353332845867e+07,1.291464807105387002e+07,9.085015571367438883e+06,5.370637806152627803e+06,2.905189941278743558e+06,1.659152023590343772e+06,9.739817050692590419e+05,5.053601549008648144e+05,2.390223836938362219e+05,8.865966796875000000e+01
2.700000000000000000e+01,1.045515853041096577e+01,1.355023554111557007e+09,2.383400552035238743e+08,3.448455602052498460e+08,1.006337175968745232e+09,5.453375447605161667e+08,5.674136450065311193e+08,3.555212331140159369e+08,3.544647597109382749e+08,2.795107388141087294e+08,1.987919939909443557e+08,1.122328358632601798e+08,6.724641812116596103e+07,4.914300193980453908e+07,3.237785717955530807e+07,1.656553522509033047e+07,1.039736253373696841e+07,6.163329330364109948e+06,3.275776042794108856e+06,2.100097068148119841e+06,1.002329263154975721e+06,1.106381988525390625e+02
2.800000000000000000e+01,8.774371058783875910e+00,0.000000000000000000e+00,5.191356984380371571e+08,5.067142810888687372e+08,1.356338650323413014e+08,2.181001423609941006e+08,4.049949170457149744e+08,2.313777980486461818e+08,1.662760440649313033e+08,1.596210464195133448e+08,1.061215602341233790e+08,6.684568460208573192e+07,5.767485951290331036e+07,3.523928726299293339e+07,2.388151721519800276e+07,1.326729424870798923e+07,7.387424557898287661e+06,3.980128619622688740e+06,2.549314564889704343e+06,1.431699586771877250e+06,7.096658801920188125e+05,1.043629379272460938e+02
2.900000000000000000e+01,7.766454409618365418e+00,0.000000000000000000e+00,4.132964173293893337e+08,7.609886429220683873e+07,3.222923535113627911e+08,1.781583876690213680e+08,2.250455774350963831e+08,8.422237862416866422e+07,1.272387782382208854e+08,7.653703948828661442e+07,6.431631876621767879e+07,4.383935608365437388e+07,2.487880239858771488e+07,1.783862556810696051e+07,1.222641554380661994e+07,7.711672955178467557e+06,6.045732768416735344e+06,3.610371705948066432e+06,2.053702674652530812e+06,1.342745203635761281e+06,7.768407771922100801e+05,1.002049560546875000e+02
3.000000000000000000e+01,8.874980219697427231e+00,9.422694748275870085e+08,0.000000000000000000e+00,5.828794398186264038e+08,3.868084429133427143e+07,2.423476767806596458e+08,1.231279451752687246e+08,8.287559793187513947e+07,2.064073873437119722e+08,1.072049580002984703e+08,8.747310689308632910e+07,8.130842050823263824e+07,5.784149081341348588e+07,3.516887008175992966e+07,2.133684758508220315e+07,1.236080394757599384e+07,6.540021097115768120e+06,4.274199367201280780e+06,2.694311666875574272e+06,1.464971349935418926e+06,8.947101293558690231e+05,1.047595672607421875e+02
3.100000000000000000e+01,9.648471467685224567e+00,1.024388343701282740e+09,7.452007617920413613e+07,1.940092512596966624e+08,4.070506199414835572e+08,5.082969023921866417e+08,2.652301901604402959e+08,2.732970782112794518e+08,2.501276975042116046e+08,1.555929095904214680e+08,1.143012530293955505e+08,1.032682022327210158e+08,5.516750393881108612e+07,3.652891414563857764e+07,2.589541836001810431e+07,1.847048493496193364e+07,1.110630754470233433e+07,5.449301465056175366e+06,2.637837374156217091e+06,1.517528622812020825e+06,9.187469201478278264e+05,1.077184753417968750e+02
3.200000000000000000e+01,8.638893318392957710e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.099657503435122222e+07,1.539484493631464839e+08,3.564599957137066722e+08,1.268391168691727221e+08,1.503390233696316183e+08,1.029050021288188994e+08,9.163373255245681107e+07,6.218799688227885216e+07,5.006540138303622603e+07,3.750425346024667472e+07,2.697323682999411598e+07,1.793784845587649196e+07,1.426748454714066908e+07,9.588896897971868515e+06,5.728300545279572718e+06,2.513199037597099785e+06,1.108758858447858831e+06,7.400114388225878356e+05,1.038221206665039062e+02
3.300000000000000000e+01,8.576688668358238843e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.920128240062006563e+07,3.101711489913501143e+08,1.653780844739622772e+08,2.242216625192059875e+08,9.727735161965018511e+07,1.600524621313493252e+08,1.246420721505204439e+08,8.237091556997966766e+07,6.785243551612491906e+07,3.327159099613058940e+07,2.371364736423612013e+07,1.614348099135624617e+07,1.053638412395722046e+07,7.629626978653760627e+06,5.739260944546984509e+06,3.002449603911689948e+06,1.282129738790906733e+06,6.931516882500841748e+05,1.035750808715820312e+02
3.400000000000000000e+01,8.086957828049186503e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.836209231006830335e+08,3.345235114304630160e+08,4.410112204714102149e+08,3.139662676201021671e+08,2.082091148831298649e+08,1.920294425134747028e+08,1.592536225420662165e+08,1.235842522416589111e+08,7.771281171209754050e+07,4.985232903018996865e+07,2.755706799598229676e+07,1.822567960721449181e+07,9.980522190465066582e+06,5.842966745648391545e+06,3.503066006527699996e+06,2.144947192048513796e+06,1.117105582496727817e+06,6.539841909297320526e+05,1.015931015014648438e+02
3.500000000000000000e+01,9.754243967532147508e+00,2.397197460937623382e+08,5.191611166776722670e+08,5.621875518896085024e+08,4.011524013320197463e+08,3.244636431693545580e+08,4.000763116754222512e+08,3.673937573006094098e+08,3.193981934650009274e+08,2.219220301263048947e+08,1.629407875846883059e+08,1.267617562959453315e+08,6.197673946387761086e+07,4.303074448587504774e+07,2.375642873963946477e+07,1.707154780103933066e+07,9.503833166197022423e+06,5.415796137486701831e+06,2.972924157681096345e+06,1.661782508121649502e+06,8.318867356666261330e+05,1.081191711425781250e+02
3.600000000000000000e+01,7.604043818334762506e+00,0.000000000000000000e+00,1.019084734024523050e+08,1.253675534482866526e+08,3.648462059201635122e+08,3.034592629329959154e+08,3.277001123581463695e+08,2.347395897604613900e+08,1.687423556760614812e+08,1.420643910279447734e+08,1.155787369736636877e+08,7.372592371665234864e+07,4.942352836023721844e+07,2.684730747799419239e+07,1.460631705919313803e+07,9.074855718467865139e+06,5.451354599864384159e+06,2.559163846643268131e+06,1.493039899547731970e+06,1.122934437684828648e+06,6.106913785647950135e+05,9.951325988769531250e+01
3.700000000000000000e+01,5.230452507226790004e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.595894938093432784e+07,4.501585152896087617e+07,1.756213749525379017e+07,8.044021490517054498e+07,5.248106014835419506e+07,4.170515372251047939e+07,2.743109108816857636e+07,2.131793220984936878e+07,1.916573858126016334e+07,8.438385516686281189e+06,6.337472746598063968e+06,4.806980410487161949e+06,2.650954545427593868e+06,1.745130907959506381e+06,9.176894141539258417e+05,5.171027258263950353e+05,3.057819354255076032e+05,8.783368682861328125e+01
