rho
7.207347639292750508e+06
6.241715125830085017e+06
5.143270032521217130e+06
4.071997005594090093e+06
3.094344644582664594e+06
2.256411249410113785e+06
1.584570427283780882e+06
1.079404862532707397e+06
7.065916293499368476e+05
4.429642095305108815e+05
2.639067035909257247e+05
1.516480585255484912e+05
1.383385923278880946e+05
1.263977705615869781e+05
1.150007597231230320e+05
1.046061067615767533e+05
9.408969324339678860e+04
8.209368155086420302e+04
7.148234581760055153e+04
6.084515370998080471e+04
