rho
9.371300034941436024e+05
7.438279835276512895e+05
6.124564663188765990e+05
5.252483918292147573e+05
5.556208893488647882e+05
5.662505980343443807e+05
5.893289665431533940e+05
6.165721401332335081e+05
7.260294545360560296e+05
8.023366569325480377e+05
8.855356531929365592e+05
9.614758200796776218e+05
1.067039455377278617e+06
1.236104368754760362e+06
1.367539972881871508e+06
1.478275981428640196e+06
1.613712727897005156e+06
1.644116841218363028e+06
1.283269147015947150e+06
9.028739627422654303e+05
