rho
4.572030300267834216e+06
4.165145218443746679e+06
3.675725487962706015e+06
3.071556944532805588e+06
2.582506422872851137e+06
3.191239211804908700e+06
3.743044170713098254e+06
4.234056159894281067e+06
4.585318448806706816e+06
4.797022776008187793e+06
4.838605723405443132e+06
4.670239292926575989e+06
4.273596826587473042e+06
3.697180289177847560e+06
3.046201610300058499e+06
2.482300249593046028e+06
2.051512377848326694e+06
1.716296883659495739e+06
1.424815548076971900e+06
1.177791344704322517e+06
