rho
1.034700669572536950e+06
8.865058947288016789e+05
6.819088234603573801e+05
4.992932494322818238e+05
3.831959087117389427e+05
2.853450956556580495e+05
1.980924105767906294e+05
1.349890335271132644e+05
9.006421641791773436e+04
6.116419506173793343e+04
4.202174674558282277e+04
2.885582418747409974e+04
1.972796112929336959e+04
1.321552012744316744e+04
8.468661225143558113e+03
5.299413887265376616e+03
3.381634856652578947e+03
1.955470421532646924e+03
1.192885510433695799e+03
1.096032350068015376e+03
