rho
7.179836477199621731e+05
6.543297804710170021e+05
6.285541467034826055e+05
5.461541682285306742e+05
4.711919067889656872e+05
5.933715698511463124e+05
7.048567730855304981e+05
7.712194270689338446e+05
8.077404228756298544e+05
8.236300112413382158e+05
8.422688214693400078e+05
8.513706683118600631e+05
8.609217853961908258e+05
8.704069204423201736e+05
8.725685756943054730e+05
8.699292238895951305e+05
8.590947954355027759e+05
8.040028697556324769e+05
7.340549391628348967e+05
6.321389880301457597e+05
