rho
3.668412056998654407e+02
5.747123162492495112e+02
8.397996200802075464e+02
1.140219335368458133e+03
1.439394068863895427e+03
1.713430097423112556e+03
1.880766053981327559e+03
2.067682297918995118e+03
2.359921421949221440e+03
2.643637933097144924e+03
2.996358514610262773e+03
3.489639611410172165e+03
4.051484848070604130e+03
4.405065516285815647e+03
4.789235640580156542e+03
5.537743372209199151e+03
3.795216533456361503e+03
2.540077141872292941e+03
1.563890573502897951e+03
8.793229284730045947e+02
