rho
2.047483809380995581e+02
3.616139076372809313e+02
5.818132269152329172e+02
9.694823041867887241e+02
1.484886417421310398e+03
2.269678271194077752e+03
3.304984810496240698e+03
4.657997741606795898e+03
6.140428083989098923e+03
7.645467753609639658e+03
9.067034401804377922e+03
1.003506180962513827e+04
1.043990945476031084e+04
1.032740704276634824e+04
9.901299648352063741e+03
5.941890564795338832e+03
3.516265207111398468e+03
1.998221665176653687e+03
1.116670722252503083e+03
6.181052627642181960e+02
