rho
8.484585114804338664e+06
5.411750264263947494e+06
3.408866726466283668e+06
2.223940579629590735e+06
1.500030610653549433e+06
1.020207952276624506e+06
7.107064607962497976e+05
4.840415511552136159e+05
3.269800836065331241e+05
2.183975879050058138e+05
1.438348073642401141e+05
9.673945270251134934e+04
6.394098386763570306e+04
4.070778788915136829e+04
2.848584045579980011e+04
1.863929870957834282e+04
1.018855415387393441e+04
6.169422606244676899e+03
3.311552294082313438e+03
2.862282475175573836e+03
