rho
1.277962060927975364e+07
9.661088765594832599e+06
1.126613913429376855e+07
1.265307677388876490e+07
1.380175681116220355e+07
1.432918803626679070e+07
1.457397066059965454e+07
1.455781008617794327e+07
1.441933435265366174e+07
1.372770583734032325e+07
1.311180826377217285e+07
1.253839929526153393e+07
1.191682564215469919e+07
1.128506485276639275e+07
1.050177528619788028e+07
9.696798735661447048e+06
8.925484008193532005e+06
8.342928840725942515e+06
7.483184514168502763e+06
6.457009996202615090e+06
