rho
9.196714986975323409e+06
7.409568992255706340e+06
5.897237182454127818e+06
4.382509764322980307e+06
3.140131919498401228e+06
2.164607927436819766e+06
1.452591388140822062e+06
9.485548454091125168e+05
5.979504304263286758e+05
3.707912292192047462e+05
2.230840156159230974e+05
1.319582750413555186e+05
7.758202034818610991e+04
4.522562969062139746e+04
2.591637689229945681e+04
1.495403698662632632e+04
8.668911807071932344e+03
4.866353622152557364e+03
2.726058665102743362e+03
2.340996325347197399e+03
