i, M,rho_0,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6,rho_7,rho_8,rho_9,rho_10,rho_11,rho_12,rho_13,rho_14,rho_15,rho_16,rho_17,rho_18,rho_19,r200
0.000000000000000000e+00,9.158429014442779703e+01,1.879467726273022156e+11,1.537072350895798950e+11,1.599204801457199707e+11,1.182101343020404205e+11,9.693241027949414062e+10,6.943301599717913818e+10,4.381802071277613068e+10,2.196337958114994431e+10,1.060066621255915451e+10,6.123448704370458603e+09,3.652599184065192223e+09,2.118256201046868086e+09,1.261129530675356150e+09,7.541670240409481525e+08,4.656069028129861355e+08,2.700006924515338540e+08,1.436938414648150802e+08,6.404608748823784292e+07,3.496909464439203590e+07,1.799658121573114768e+07,1.580941162109375000e+02
1.000000000000000000e+00,8.581231153636232989e+01,7.986204111657644653e+10,9.332424331974630737e+10,6.724502889578729248e+10,4.970154276380127716e+10,4.094244889274926758e+10,2.905090191553102493e+10,2.103190624236127853e+10,1.593899065006640434e+10,1.125189425375312042e+10,6.957026871065181732e+09,3.830595447505926132e+09,2.457467215810287952e+09,1.462061440320520878e+09,7.472519164275233746e+08,3.521637344457890987e+08,1.812718897618243098e+08,1.060318858188751489e+08,6.037121369928274304e+07,3.393084942811389267e+07,1.864161183098587394e+07,1.546297454833984375e+02
2.000000000000000000e+00,8.972843199567874706e+01,1.317997137131952820e+11,1.044633715764232941e+11,7.911726277191036987e+10,6.442260915809162140e+10,4.891873053560079956e+10,3.078001552209042358e+10,2.160683981518199158e+10,1.464704915598200035e+10,8.990422225366500854e+09,5.502871122298268318e+09,3.748326885848498821e+09,2.366043675910845757e+09,1.370439779032218456e+09,8.259624557171293497e+08,5.523335890310083628e+08,2.927995469641143084e+08,1.462786093699001074e+08,7.442341460018528998e+07,3.194839699194904417e+07,1.392194604137516581e+07,1.569670562744140625e+02
3.000000000000000000e+00,7.128171240736833170e+01,4.333764665459234619e+10,5.775735128803212738e+10,4.052192614404747009e+10,3.697847629583088684e+10,2.795419284994237518e+10,2.225099897035144806e+10,1.425066110008655930e+10,9.310654864236534119e+09,5.599998261996105194e+09,3.334572185969360828e+09,1.819276118425188541e+09,1.033515546551046252e+09,6.211626467840293646e+08,4.206814756272005439e+08,2.662742656138001382e+08,1.344693558440625668e+08,1.141904141502579749e+08,6.025043526799980551e+07,2.404370660216701031e+07,1.312997611045276187e+07,1.453346710205078125e+02
4.000000000000000000e+00,8.956417264385224541e+01,1.624640829888368835e+11,1.328991912125117035e+11,9.806528360404347229e+10,7.726789756836351013e+10,6.013872661852869415e+10,3.928127137668269348e+10,2.804253045411986542e+10,1.899292073589865112e+10,1.205504045647633553e+10,7.242536688616420746e+09,4.152059738775243759e+09,2.982749779345246792e+09,1.836680247329869032e+09,8.007025014271684885e+08,3.872787002781485915e+08,2.057244199321151972e+08,1.127800942043651640e+08,5.861271834910016507e+07,3.198005988597819954e+07,1.910922523224155977e+07,1.568931427001953125e+02
5.000000000000000000e+00,6.402283738533078861e+01,7.374265073504629517e+10,5.844444919739088440e+10,4.904461943853579712e+10,3.736020178516573334e+10,2.776781544548460388e+10,2.402755624094907379e+10,1.784308175133126450e+10,1.086452698037781143e+10,4.833537772543800354e+09,3.033180587858372211e+09,1.693969348336900711e+09,1.064468034831598043e+09,6.411977581341059208e+08,3.420964344583002925e+08,2.111342854319217801e+08,1.167384681831578910e+08,6.255862954694560170e+07,3.611351155144616216e+07,2.001174138673491776e+07,1.121894024352199212e+07,1.402643890380859375e+02
6.000000000000000000e+00,8.589968097922920265e+01,2.238423756915850525e+11,1.705557512428269348e+11,1.413566884154124756e+11,1.027839391170917358e+11,7.552072962219143677e+10,4.605645665826222992e+10,2.856696187920391846e+10,1.493203400521773911e+10,8.084743574315984726e+09,4.462851555123627663e+09,2.724457092953285694e+09,2.009074325006999493e+09,1.631583134506254911e+09,1.003650949488064528e+09,4.566197541961506009e+08,2.409176109055411220e+08,1.241983288886575103e+08,5.497671832490238547e+07,2.429877030780689791e+07,1.376219703824836388e+07,1.547518920898437500e+02
7.000000000000000000e+00,7.718895511412540600e+01,6.557885550479743195e+10,5.087726619139042664e+10,3.661488650931466675e+10,3.238696990243289185e+10,2.147155163989993668e+10,1.314444117598434448e+10,8.059283889477807045e+09,5.383105058820674896e+09,3.628132717852375984e+09,2.303373078243722439e+09,1.242474988221325159e+09,5.833823852641714811e+08,3.665540314255952239e+08,2.199607622910228074e+08,1.332409565862394273e+08,1.032471359572490305e+08,1.005417761613365561e+08,8.532762299503207207e+07,7.298664753308172524e+07,2.107274296954148263e+07,1.492436523437500000e+02
8.000000000000000000e+00,8.102081533987123407e+01,7.334003528360375977e+10,6.684534998007226562e+10,6.413285236293528748e+10,5.295761005085762787e+10,3.225906233059037781e+10,2.169289751485207367e+10,1.080130425277647400e+10,6.946587423821139336e+09,5.051549151756139755e+09,3.903874180442269325e+09,2.458250707363872051e+09,1.352023019754969120e+09,7.244544299380807877e+08,4.172399977125543356e+08,2.333145499342792630e+08,1.576503724975378811e+08,1.460529332026674449e+08,8.097719097320632637e+07,3.421748050523803383e+07,2.578526495364586264e+07,1.516853942871093750e+02
9.000000000000000000e+00,8.195188030152951342e+01,1.449234151691395264e+11,8.874956631649815369e+10,8.389152219026161194e+10,6.058127738922868347e+10,4.430808810569660950e+10,3.151835716483838654e+10,2.152497092471047974e+10,1.196678621073570061e+10,7.310519566210804939e+09,4.566382848206462860e+09,2.578524070804032326e+09,1.531264622244379759e+09,8.993934992247581482e+08,5.177438407140221596e+08,2.924512250644284487e+08,1.839403188361408114e+08,1.019673138114319593e+08,6.255074359053597599e+07,4.354612921035326272e+07,2.115466191350920498e+07,1.523072204589843750e+02
